,Borough,Major Category,Minor Category,MinorCategory,MajorCategory,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,NormalizedSumYears,CrimeTier
414,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,67,44,39,59,159,165,292,278,442,0,0,-0.5646359929672513,0
415,Haringey,Theft and Handling,Other Theft,19,7,2905,2796,2829,2592,3652,3239,3242,3415,3250,3528,3342,2.36307847308658,2
416,Haringey,Theft and Handling,Other Theft Person,20,7,1046,1029,962,1122,1260,1370,1154,1274,1824,2284,1740,0.4894522182042058,2
417,Haringey,Theft and Handling,Theft From Motor Vehicle,21,7,3479,2783,2670,2900,2800,2577,2069,1827,1929,2455,3044,1.820715899394105,2
418,Haringey,Theft and Handling,Theft From Shops,22,7,716,850,996,878,871,846,1065,1392,1575,1450,1228,0.2838739360759899,2
419,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1137,934,914,1347,881,821,781,749,1048,1125,1221,0.21982497884705868,2
420,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,285,435,466,487,423,392,436,509,538,468,446,-0.29534176378633775,1
421,Haringey,Violence Against the Person,Assault with Injury,25,8,2198,2033,2044,1968,1919,1387,1777,1796,1956,2021,1936,1.1595796961783091,2
422,Haringey,Violence Against the Person,Common Assault,26,8,1092,1095,1237,1202,1127,1046,1575,2020,2229,2513,2594,0.6650595844713967,2
423,Haringey,Violence Against the Person,Grievous Bodily Harm,27,8,200,446,241,0,0,0,0,0,0,0,0,-0.63767622495449,0
424,Haringey,Violence Against the Person,Harassment,28,8,1136,1064,864,752,1061,1034,1659,2267,2880,2955,3178,0.6754939033267165,2
425,Haringey,Violence Against the Person,Murder,29,8,4,8,5,7,5,4,3,7,5,4,8,-0.7308080709078232,0
426,Haringey,Violence Against the Person,Offensive Weapon,30,8,228,188,148,133,116,105,118,182,212,303,302,-0.5774013830562064,0
427,Haringey,Violence Against the Person,Other violence,31,8,322,380,269,322,238,280,325,369,511,522,539,-0.40135000322070397,1
428,Haringey,Violence Against the Person,Wounding/GBH,32,8,127,0,102,329,312,660,853,956,936,1080,1019,-0.26159673259466515,1
429,Harrow,Burglary,Burglary in a Dwelling,0,0,1569,1741,1744,1995,1850,1658,1474,1307,1617,1684,1597,0.9239194947969903,2
430,Harrow,Burglary,Burglary in Other Buildings,1,0,749,609,585,606,673,448,363,363,378,702,646,-0.2062060399478078,1
431,Harrow,Criminal Damage,Criminal Damage To Dwelling,2,1,442,447,338,301,276,253,204,215,212,220,234,-0.4377591158222454,1
432,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,841,822,798,696,549,503,537,546,574,492,404,-0.08499033579877338,1
433,Harrow,Criminal Damage,Criminal Damage To Other Building,4,1,152,191,159,125,120,108,102,103,110,87,82,-0.6062622649964526,0
434,Harrow,Criminal Damage,Other Criminal Damage,5,1,366,445,380,338,306,283,340,333,319,341,378,-0.3909156843653841,1
435,Harrow,Drugs,Drug Trafficking,6,2,62,72,49,58,87,76,86,129,66,85,34,-0.6600989101542197,0
436,Harrow,Drugs,Other Drugs,7,2,2,2,4,6,3,4,8,4,3,5,4,-0.7321401116127576,0
437,Harrow,Drugs,Possession Of Drugs,8,2,957,845,897,616,631,829,857,496,402,447,539,-0.01128408345906745,1
438,Harrow,Fraud or Forgery,Counted per Victim,9,3,530,617,680,566,406,54,0,0,0,0,0,-0.4194435561293968,1
439,Harrow,Fraud or Forgery,Other Fraud & Forgery,10,3,170,237,313,333,249,56,20,15,25,20,27,-0.5787334237611408,0
440,Harrow,Other Notifiable Offences,Going Equipped,11,4,10,8,10,5,10,8,14,11,7,3,4,-0.7269229521850977,0
441,Harrow,Other Notifiable Offences,Other Notifiable,12,4,201,211,214,223,223,229,229,201,275,248,310,-0.5134634292193531,1
442,Harrow,Robbery,Business Property,13,5,58,51,47,59,30,20,17,30,31,22,35,-0.6980620702448515,0
443,Harrow,Robbery,Personal Property,14,5,514,419,417,589,649,494,298,285,351,296,337,-0.29034661114283355,1
444,Harrow,Sexual Offences,Other Sexual,15,6,122,145,118,128,138,148,160,175,200,219,206,-0.5880577086956819,0
445,Harrow,Sexual Offences,Rape,16,6,42,62,59,50,49,75,97,82,105,122,154,-0.6672031272472034,0
446,Harrow,Theft and Handling,Handling Stolen Goods,17,7,37,32,26,38,29,20,14,20,21,9,10,-0.7098284298051057,0
447,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,97,152,118,78,85,71,123,256,204,0,0,-0.6047082175073625,0
448,Harrow,Theft and Handling,Other Theft,19,7,1520,1489,1575,1571,1607,1392,1448,1567,1565,1471,1596,0.7883843530699107,2
449,Harrow,Theft and Handling,Other Theft Person,20,7,443,442,520,323,305,353,288,283,369,322,444,-0.36693895167656415,1
450,Harrow,Theft and Handling,Theft From Motor Vehicle,21,7,1582,1642,1758,1462,1624,1362,1171,1161,1087,1223,1195,0.6901463510809954,2
451,Harrow,Theft and Handling,Theft From Shops,22,7,696,722,645,490,501,587,606,794,888,722,831,-0.07799712209786755,1
452,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,491,334,366,332,263,236,192,207,290,373,521,-0.4352060378044544,1
453,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,138,151,143,177,171,116,130,153,155,144,166,-0.5880577086956819,0
454,Harrow,Violence Against the Person,Assault with Injury,25,8,1138,1075,1029,909,1009,823,842,903,909,945,947,0.22260006364900542,2
455,Harrow,Violence Against the Person,Common Assault,26,8,723,866,810,712,741,755,1019,1268,1309,1375,1519,0.17442459148720968,2
456,Harrow,Violence Against the Person,Grievous Bodily Harm,27,8,83,197,125,0,0,0,0,0,0,0,0,-0.6911798599360235,0
457,Harrow,Violence Against the Person,Harassment,28,8,728,961,1034,881,875,904,1060,1326,1382,1531,1793,0.2796558071770308,2
458,Harrow,Violence Against the Person,Murder,29,8,1,3,4,0,0,0,1,3,1,2,0,-0.7346931896305486,0
459,Harrow,Violence Against the Person,Offensive Weapon,30,8,103,89,62,36,55,45,55,72,60,110,95,-0.6720872764986298,0
460,Harrow,Violence Against the Person,Other violence,31,8,202,207,230,127,150,218,163,252,260,266,270,-0.5353310974586935,1
461,Harrow,Violence Against the Person,Wounding/GBH,32,8,67,0,69,193,154,320,381,429,418,471,501,-0.5106883444174063,1
462,Havering,Burglary,Burglary in a Dwelling,0,0,1402,1738,1602,2037,2121,1941,1576,1393,1375,1716,1474,0.9494502749749005,2
463,Havering,Burglary,Burglary in Other Buildings,1,0,1038,958,724,786,698,539,547,550,458,875,861,-0.03703687042113338,1
464,Havering,Criminal Damage,Criminal Damage To Dwelling,2,1,543,492,449,396,350,292,300,331,331,382,308,-0.3494004157282606,1
465,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1496,1130,1009,845,717,734,673,757,842,831,647,0.17442459148720968,2
466,Havering,Criminal Damage,Criminal Damage To Other Building,4,1,335,269,237,192,145,137,157,146,149,141,113,-0.539993239925964,0
467,Havering,Criminal Damage,Other Criminal Damage,5,1,582,544,495,411,391,339,437,433,501,499,430,-0.2773592142697227,1
468,Havering,Drugs,Drug Trafficking,6,2,55,88,97,103,100,112,108,80,74,52,37,-0.6454464623999409,0
469,Havering,Drugs,Other Drugs,7,2,1,1,1,1,4,4,1,1,2,3,0,-0.7343601794543151,0
470,Havering,Drugs,Possession Of Drugs,8,2,1032,910,966,964,958,912,651,649,658,469,494,0.11858988527204088,2
471,Havering,Fraud or Forgery,Counted per Victim,9,3,1104,573,622,726,300,30,0,0,0,0,0,-0.3637198533063059,1
472,Havering,Fraud or Forgery,Other Fraud & Forgery,10,3,104,164,183,165,193,20,18,14,17,24,21,-0.6386752554831908,0
473,Havering,Other Notifiable Offences,Going Equipped,11,4,7,12,12,26,16,7,8,9,11,6,6,-0.724147867383151,0
474,Havering,Other Notifiable Offences,Other Notifiable,12,4,192,171,212,213,236,246,313,356,392,356,402,-0.47738732679404516,1
475,Havering,Robbery,Business Property,13,5,54,58,42,45,53,25,21,25,28,69,66,-0.6971740431082285,0
476,Havering,Robbery,Personal Property,14,5,270,283,357,432,393,266,270,295,291,561,610,-0.41899954256108535,1
477,Havering,Sexual Offences,Other Sexual,15,6,131,168,153,139,127,135,293,279,243,307,290,-0.5509825757416732,0
478,Havering,Sexual Offences,Rape,16,6,37,49,60,68,54,68,103,105,117,172,172,-0.6627629915640887,0
479,Havering,Theft and Handling,Handling Stolen Goods,17,7,52,32,41,51,55,53,26,27,34,47,25,-0.6949539752666711,0
480,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,156,114,132,115,135,200,202,231,241,0,0,-0.5667450574167308,0
481,Havering,Theft and Handling,Other Theft,19,7,1833,1857,1955,2173,2335,2206,2107,2140,2152,2116,2085,1.3460653948691315,2
482,Havering,Theft and Handling,Other Theft Person,20,7,379,533,491,341,374,375,371,350,385,401,360,-0.33663502563930553,1
483,Havering,Theft and Handling,Theft From Motor Vehicle,21,7,1647,1237,1557,1482,1641,1644,1141,1074,959,1067,1160,0.63830776698063,2
484,Havering,Theft and Handling,Theft From Shops,22,7,1361,1429,1281,1227,915,947,1066,1097,1202,1346,1162,0.4321744678920247,2
485,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1147,896,897,942,938,789,751,787,837,1212,1383,0.15011484862215607,2
486,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,145,151,168,237,218,159,109,173,160,192,152,-0.567411077769198,0
487,Havering,Violence Against the Person,Assault with Injury,25,8,1344,1351,1375,1204,1206,967,1084,1167,1403,1395,1355,0.49611242172887804,2
488,Havering,Violence Against the Person,Common Assault,26,8,666,724,938,845,809,784,943,1349,1577,1607,1673,0.22237805686484968,2
489,Havering,Violence Against the Person,Grievous Bodily Harm,27,8,78,233,134,0,0,0,0,0,0,0,0,-0.6867397242529086,0
490,Havering,Violence Against the Person,Harassment,28,8,612,774,1006,854,963,1007,1246,1673,2104,2124,2327,0.40042749775775377,2
491,Havering,Violence Against the Person,Murder,29,8,1,1,0,1,1,2,0,0,2,4,2,-0.735248206590938,0
492,Havering,Violence Against the Person,Offensive Weapon,30,8,133,90,74,77,73,68,68,77,93,125,161,-0.6525506794929246,0
493,Havering,Violence Against the Person,Other violence,31,8,98,112,122,135,113,152,164,234,238,257,331,-0.5842835933650343,0
494,Havering,Violence Against the Person,Wounding/GBH,32,8,94,0,103,221,200,322,490,581,595,609,588,-0.4468613939726308,1
495,Hillingdon,Burglary,Burglary in a Dwelling,0,0,1894,2428,2102,2600,2445,1988,1865,1476,1514,1781,1625,1.2965578820024013,2
496,Hillingdon,Burglary,Burglary in Other Buildings,1,0,1066,964,992,1122,931,873,813,736,714,1235,1118,0.17531261862383266,2
497,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,2,1,836,747,611,543,473,432,428,419,491,422,425,-0.18333934117976652,1
498,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1764,1667,1510,1370,1017,938,1184,1008,1096,1321,959,0.5463969583401533,2
499,Hillingdon,Criminal Damage,Criminal Damage To Other Building,4,1,368,234,307,237,206,210,209,201,196,202,146,-0.495480879702738,1
500,Hillingdon,Criminal Damage,Other Criminal Damage,5,1,838,804,755,693,548,545,561,654,663,713,669,-0.06334467434358865,1
501,Hillingdon,Drugs,Drug Trafficking,6,2,125,115,94,136,96,222,124,107,254,76,53,-0.594828915612432,0
502,Hillingdon,Drugs,Other Drugs,7,2,2,2,5,4,7,2,6,7,8,4,5,-0.7313630878682126,0
503,Hillingdon,Drugs,Possession Of Drugs,8,2,1798,1446,1333,1374,963,771,784,963,753,782,895,0.39443331458554876,2
504,Hillingdon,Fraud or Forgery,Counted per Victim,9,3,995,924,935,546,520,29,0,0,0,0,0,-0.29778383841205086,1
505,Hillingdon,Fraud or Forgery,Other Fraud & Forgery,10,3,282,257,236,257,259,39,15,21,41,57,58,-0.5799544610739974,0
506,Hillingdon,Other Notifiable Offences,Going Equipped,11,4,11,11,15,9,12,13,12,10,9,22,12,-0.7248138877356182,0
507,Hillingdon,Other Notifiable Offences,Other Notifiable,12,4,311,324,353,321,295,346,356,379,448,1800,1629,-0.3883626063475931,1
508,Hillingdon,Robbery,Business Property,13,5,79,63,88,68,56,39,42,37,32,58,61,-0.6801905241203143,0
509,Hillingdon,Robbery,Personal Property,14,5,730,638,734,852,814,519,466,289,396,468,521,-0.13249978760810188,1
510,Hillingdon,Sexual Offences,Other Sexual,15,6,200,198,224,199,172,180,285,277,318,409,375,-0.5082462697916931,1
511,Hillingdon,Sexual Offences,Rape,16,6,43,60,77,76,85,111,125,146,147,184,197,-0.6395632826198138,0
512,Hillingdon,Theft and Handling,Handling Stolen Goods,17,7,64,51,60,69,34,53,31,39,31,42,18,-0.688182768349921,0
513,Hillingdon,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,92,226,174,236,238,107,309,379,387,0,0,-0.49770094754429545,1
514,Hillingdon,Theft and Handling,Other Theft,19,7,2247,2021,2134,2570,2648,2613,2704,2757,2549,3926,4062,1.7329122162605097,2
515,Hillingdon,Theft and Handling,Other Theft Person,20,7,451,526,462,490,496,451,405,400,410,456,494,-0.2820213567369933,1
516,Hillingdon,Theft and Handling,Theft From Motor Vehicle,21,7,2827,3105,2430,2837,2282,1945,2149,1824,1764,2656,2904,1.6130285528164097,2
517,Hillingdon,Theft and Handling,Theft From Shops,22,7,1038,1177,1131,1062,1115,1108,1363,1590,1749,2004,1943,0.521865208690944,2
518,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,981,723,660,697,561,461,497,553,755,1125,1193,-0.08254826117306023,1
519,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,307,295,263,318,330,279,295,343,307,406,313,-0.4323199496104298,1
520,Hillingdon,Violence Against the Person,Assault with Injury,25,8,2330,2149,2093,1923,1750,1386,1639,1661,1727,1721,1759,1.1129582715056037,2
521,Hillingdon,Violence Against the Person,Common Assault,26,8,744,951,1133,1149,1091,1155,1784,2053,2034,2344,2358,0.6063387900622033,2
522,Hillingdon,Violence Against the Person,Grievous Bodily Harm,27,8,121,422,234,0,0,0,0,0,0,0,0,-0.6498865980830557,0
523,Hillingdon,Violence Against the Person,Harassment,28,8,2269,2006,2036,1662,1621,1431,2169,2534,2775,2871,3146,1.3177595298892744,2
524,Hillingdon,Violence Against the Person,Murder,29,8,3,2,2,2,0,3,2,6,5,2,4,-0.7333611489256142,0
525,Hillingdon,Violence Against the Person,Offensive Weapon,30,8,158,136,99,95,59,81,63,81,98,176,210,-0.6395632826198138,0
526,Hillingdon,Violence Against the Person,Other violence,31,8,264,252,260,241,225,313,313,295,356,372,388,-0.45651868908340554,1
527,Hillingdon,Violence Against the Person,Wounding/GBH,32,8,152,0,99,297,225,467,635,736,711,788,809,-0.3673829652448756,1
528,Hounslow,Burglary,Burglary in a Dwelling,0,0,1663,2013,1786,1953,2051,1740,1238,1196,1162,1683,1691,0.9069359758090763,2
529,Hounslow,Burglary,Burglary in Other Buildings,1,0,872,737,734,780,887,740,691,591,653,1123,1063,0.00592144231300246,1
530,Hounslow,Criminal Damage,Criminal Damage To Dwelling,2,1,787,716,642,610,485,397,390,451,431,407,357,-0.19122058201729533,1
531,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1515,1361,1307,1194,1060,949,870,963,970,937,860,0.39487732815386023,2
532,Hounslow,Criminal Damage,Criminal Damage To Other Building,4,1,302,232,242,236,202,202,176,201,216,181,165,-0.5131304190431194,1
533,Hounslow,Criminal Damage,Other Criminal Damage,5,1,626,621,605,604,524,450,518,569,617,590,621,-0.16624481879977449,1
534,Hounslow,Drugs,Drug Trafficking,6,2,136,150,158,157,106,123,148,92,100,113,97,-0.6062622649964526,0
535,Hounslow,Drugs,Other Drugs,7,2,5,4,7,7,7,3,8,5,9,3,8,-0.7300310471632782,0
536,Hounslow,Drugs,Possession Of Drugs,8,2,1994,1684,1684,1618,1530,1395,1400,1017,1000,1110,1130,0.7426509555338281,2
537,Hounslow,Fraud or Forgery,Counted per Victim,9,3,919,726,980,1086,517,45,0,0,0,0,0,-0.2618187393788209,1
538,Hounslow,Fraud or Forgery,Other Fraud & Forgery,10,3,280,307,322,300,363,29,25,14,33,43,28,-0.5504275587812838,0
539,Hounslow,Other Notifiable Offences,Going Equipped,11,4,18,21,20,19,18,22,17,14,16,19,13,-0.7178206740347124,0
540,Hounslow,Other Notifiable Offences,Other Notifiable,12,4,368,338,339,402,335,278,350,424,523,540,528,-0.36349784652215017,1
541,Hounslow,Robbery,Business Property,13,5,70,40,42,25,41,27,25,21,23,44,49,-0.7012811686151097,0
542,Hounslow,Robbery,Personal Property,14,5,687,609,595,659,727,458,388,367,384,439,619,-0.1951057007400208,1
543,Hounslow,Sexual Offences,Other Sexual,15,6,188,201,213,188,212,217,327,350,331,349,350,-0.48893167957014366,1
544,Hounslow,Sexual Offences,Rape,16,6,65,74,111,90,87,110,160,180,214,203,255,-0.6150315329706044,0
545,Hounslow,Theft and Handling,Handling Stolen Goods,17,7,53,55,49,68,60,41,46,31,33,49,27,-0.6877387547816095,0
546,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,53,99,107,125,183,103,221,347,429,0,0,-0.5510935791337511,0
547,Hounslow,Theft and Handling,Other Theft,19,7,2508,2317,2434,2699,3119,2682,2646,2683,2635,2874,2784,1.8971972365357577,2
548,Hounslow,Theft and Handling,Other Theft Person,20,7,518,530,465,540,594,506,408,456,410,413,544,-0.24472421699882885,1
549,Hounslow,Theft and Handling,Theft From Motor Vehicle,21,7,2142,2341,2178,2588,2545,1920,1747,1949,2033,2310,2576,1.4221027184424726,2
550,Hounslow,Theft and Handling,Theft From Shops,22,7,1228,1330,1503,1397,1461,1516,1543,1640,1728,1645,1216,0.745315036943697,2
551,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,794,741,625,684,619,427,495,535,816,821,940,-0.09942077676889652,1
552,Hounslow,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,579,610,651,724,673,575,467,535,588,805,737,-0.13649590972290523,1
553,Hounslow,Violence Against the Person,Assault with Injury,25,8,1971,1873,1939,1776,1736,1330,1444,1615,1665,1695,1768,0.9676548312756713,2
554,Hounslow,Violence Against the Person,Common Assault,26,8,1457,1448,1633,1698,1491,1428,1761,2042,2057,2366,2566,0.9305796983216625,2
555,Hounslow,Violence Against the Person,Grievous Bodily Harm,27,8,136,262,131,0,0,0,0,0,0,0,0,-0.6774154393183676,0
556,Hounslow,Violence Against the Person,Harassment,28,8,1489,1610,1604,1437,1669,1557,1919,2423,2642,2810,3058,1.0787692267456195,2
557,Hounslow,Violence Against the Person,Murder,29,8,1,2,2,0,2,0,1,1,1,3,1,-0.7350261998067823,0
558,Hounslow,Violence Against the Person,Offensive Weapon,30,8,132,145,99,113,71,65,73,63,107,174,203,-0.6397852894039695,0
559,Hounslow,Violence Against the Person,Other violence,31,8,300,307,270,231,224,208,239,347,331,390,378,-0.4634008993922335,1
560,Hounslow,Violence Against the Person,Wounding/GBH,32,8,106,0,74,189,205,473,621,675,701,739,786,-0.3982419082425236,1
561,Islington,Burglary,Burglary in a Dwelling,0,0,1725,1672,1477,1660,1425,1270,1332,1431,1129,1490,1924,0.7203392737261762,2
562,Islington,Burglary,Burglary in Other Buildings,1,0,1236,1316,1151,1160,1005,1152,1053,923,919,1296,1136,0.36446239872452374,2
563,Islington,Criminal Damage,Criminal Damage To Dwelling,2,1,740,747,673,589,574,471,491,525,480,453,450,-0.1489282896356267,1
564,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1100,1041,892,739,629,570,755,671,628,673,533,0.043662595619478384,2
565,Islington,Criminal Damage,Criminal Damage To Other Building,4,1,281,256,245,232,226,206,251,220,248,179,184,-0.4958138898789716,1
566,Islington,Criminal Damage,Other Criminal Damage,5,1,574,568,451,500,466,389,482,593,547,519,526,-0.2288507319316934,1
567,Islington,Drugs,Drug Trafficking,6,2,322,155,170,155,220,212,157,125,117,106,64,-0.5548676944643987,0
568,Islington,Drugs,Other Drugs,7,2,17,14,26,17,17,11,13,4,11,13,8,-0.7217057927574378,0
569,Islington,Drugs,Possession Of Drugs,8,2,3142,2401,1760,1616,1526,1216,1163,1301,1706,1316,1178,1.0211584662572049,2
570,Islington,Fraud or Forgery,Counted per Victim,9,3,389,433,541,388,552,33,0,0,0,0,0,-0.4768323098336558,1
571,Islington,Fraud or Forgery,Other Fraud & Forgery,10,3,290,344,331,267,319,55,28,37,32,49,47,-0.5470974570189477,0
572,Islington,Other Notifiable Offences,Going Equipped,11,4,37,37,27,40,25,22,25,16,18,22,10,-0.7087183958843271,0
573,Islington,Other Notifiable Offences,Other Notifiable,12,4,389,381,354,328,364,369,436,487,505,486,495,-0.3350809781502153,1
574,Islington,Robbery,Business Property,13,5,89,111,127,96,67,69,68,67,78,82,114,-0.6504416150434451,0
575,Islington,Robbery,Personal Property,14,5,1057,845,852,1103,1130,895,785,941,876,1730,1409,0.20561654466109125,2
576,Islington,Sexual Offences,Other Sexual,15,6,214,179,206,182,205,214,278,325,338,412,405,-0.4984779712888405,1
577,Islington,Sexual Offences,Rape,16,6,64,79,80,115,92,93,148,160,184,264,232,-0.6234677907685225,0
578,Islington,Theft and Handling,Handling Stolen Goods,17,7,185,86,106,119,78,91,63,70,57,43,55,-0.6412283335009819,0
579,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,190,244,289,196,131,127,228,336,308,0,0,-0.5086902833600045,1
580,Islington,Theft and Handling,Other Theft,19,7,4719,4288,4532,4843,5327,4175,3790,4002,3645,3762,3928,3.62862814616638,2
581,Islington,Theft and Handling,Other Theft Person,20,7,1301,1345,1639,2470,3646,3960,2935,3925,3561,6004,2849,2.0147498287462224,2
582,Islington,Theft and Handling,Theft From Motor Vehicle,21,7,2591,2495,2292,1950,1765,1522,1385,1411,1445,1794,1800,1.134936943137022,2
583,Islington,Theft and Handling,Theft From Shops,22,7,1133,1265,1356,1287,1098,938,1227,1305,1513,1515,1329,0.4984434929625133,2
584,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,789,866,790,761,601,630,834,737,666,868,735,0.004700405000145885,1
585,Islington,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,1255,1791,1632,1471,1155,1041,1164,1014,966,1181,1150,0.5391817378550917,2
586,Islington,Violence Against the Person,Assault with Injury,25,8,1861,1919,1689,1554,1572,1174,1437,1464,1487,1546,1596,0.8353387879188499,2
587,Islington,Violence Against the Person,Common Assault,26,8,1431,1534,1550,1449,1378,1310,1841,2059,2017,2112,2137,0.8810721854549325,2
588,Islington,Violence Against the Person,Grievous Bodily Harm,27,8,186,376,190,0,0,0,0,0,0,0,0,-0.6526616828850025,0
589,Islington,Violence Against the Person,Harassment,28,8,1659,1699,2022,1610,1802,1593,2250,2701,3018,2830,2974,1.3012200244696717,2
590,Islington,Violence Against the Person,Murder,29,8,8,3,6,4,4,5,3,8,4,6,5,-0.7311410810840568,0
591,Islington,Violence Against the Person,Offensive Weapon,30,8,205,148,145,147,134,117,143,152,188,231,212,-0.5830625560521777,0
592,Islington,Violence Against the Person,Other violence,31,8,209,220,215,186,223,212,224,292,325,325,351,-0.502363090011566,1
593,Islington,Violence Against the Person,Wounding/GBH,32,8,159,0,125,290,261,544,705,861,836,903,886,-0.3164324082811331,1
594,Kensington and Chelsea,Burglary,Burglary in a Dwelling,0,0,988,971,920,1046,1044,979,909,972,860,1213,1374,0.2283722400370547,2
595,Kensington and Chelsea,Burglary,Burglary in Other Buildings,1,0,806,731,700,693,740,784,678,618,586,923,1043,-0.0328187415221743,1
596,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,2,1,357,308,272,282,236,186,204,233,234,247,253,-0.47949639124352467,1
597,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,564,460,486,493,411,345,336,385,412,462,406,-0.3041110317604895,1
598,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,4,1,204,146,167,154,156,102,159,141,122,115,109,-0.5861706510303581,0
599,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,5,1,315,278,258,243,263,201,278,311,288,300,328,-0.4658429740179466,1
600,Kensington and Chelsea,Drugs,Drug Trafficking,6,2,100,102,134,73,64,55,45,55,61,95,53,-0.6596548965859083,0
601,Kensington and Chelsea,Drugs,Other Drugs,7,2,12,12,11,2,6,16,7,9,8,13,12,-0.7269229521850977,0
602,Kensington and Chelsea,Drugs,Possession Of Drugs,8,2,2902,2098,2142,1595,1349,1061,731,1015,1691,1545,1407,0.8827372363361006,2
603,Kensington and Chelsea,Fraud or Forgery,Counted per Victim,9,3,358,413,393,388,502,54,0,0,0,0,0,-0.5021410832274102,1
604,Kensington and Chelsea,Fraud or Forgery,Other Fraud & Forgery,10,3,439,581,426,394,435,72,23,18,37,73,54,-0.46695300793872535,1
605,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,11,4,41,31,48,24,16,8,14,27,27,28,22,-0.7099394331971836,0
606,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,12,4,225,239,202,168,202,212,242,274,314,329,318,-0.5054711849897463,1
607,Kensington and Chelsea,Robbery,Business Property,13,5,34,45,43,40,24,34,33,24,37,38,60,-0.7012811686151097,0
608,Kensington and Chelsea,Robbery,Personal Property,14,5,506,500,478,579,636,511,439,385,487,645,671,-0.23428989814350903,1
609,Kensington and Chelsea,Sexual Offences,Other Sexual,15,6,123,118,119,110,140,142,220,187,211,204,242,-0.5840615865808786,0
610,Kensington and Chelsea,Sexual Offences,Rape,16,6,46,44,38,70,62,80,101,107,133,163,162,-0.6605429237225312,0
611,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,17,7,87,69,54,56,41,45,32,25,37,38,27,-0.6866287208608308,0
612,Kensington and Chelsea,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,53,47,40,68,97,80,167,268,331,0,0,-0.6083713294459322,0
613,Kensington and Chelsea,Theft and Handling,Other Theft,19,7,4849,4545,5223,5466,5903,4978,4437,4223,3660,3467,3715,4.06853458897098,2
614,Kensington and Chelsea,Theft and Handling,Other Theft Person,20,7,1217,1309,1180,1169,1675,1788,1213,1352,1129,1366,1536,0.5994565797533753,2
615,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,21,7,2064,1576,1523,1499,1643,1521,1380,1514,1722,2096,1990,0.8669747546610429,2
616,Kensington and Chelsea,Theft and Handling,Theft From Shops,22,7,1801,1799,1877,1801,1646,1464,1749,1764,1672,1712,1713,0.9925195911011142,2
617,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,526,511,519,550,557,467,774,719,914,706,568,-0.12151045179239273,1
618,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,790,928,921,775,820,653,651,487,545,701,544,-0.006843947775952633,1
619,Kensington and Chelsea,Violence Against the Person,Assault with Injury,25,8,1070,1012,1017,950,902,678,769,846,791,949,925,0.15577602161812745,2
620,Kensington and Chelsea,Violence Against the Person,Common Assault,26,8,748,805,717,823,716,696,1046,1345,1301,1487,1570,0.17375857113474247,2
621,Kensington and Chelsea,Violence Against the Person,Grievous Bodily Harm,27,8,65,134,79,0,0,0,0,0,0,0,0,-0.7052772907299131,0
622,Kensington and Chelsea,Violence Against the Person,Harassment,28,8,931,832,916,792,777,756,1230,1708,1832,1778,2064,0.34881092044154405,2
623,Kensington and Chelsea,Violence Against the Person,Murder,29,8,0,0,0,0,0,0,3,4,1,1,2,-0.735248206590938,0
624,Kensington and Chelsea,Violence Against the Person,Offensive Weapon,30,8,136,68,76,72,62,50,51,136,187,171,165,-0.6431153911663056,0
