,Borough,Major Category,Minor Category,MinorCategory,MajorCategory,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,NormalizedSumYears,CrimeTier
205,Croydon,Drugs,Other Drugs,7,2,10,9,8,12,19,21,10,8,7,11,13,-0.7245918809514624,0
206,Croydon,Drugs,Possession Of Drugs,8,2,2834,2527,2209,2209,2181,1991,1737,1477,1284,1566,1553,1.3117653467170693,2
207,Croydon,Fraud or Forgery,Counted per Victim,9,3,1479,1439,1503,989,709,55,0,0,0,0,0,-0.050801291038789304,1
208,Croydon,Fraud or Forgery,Other Fraud & Forgery,10,3,358,379,347,429,521,68,30,39,41,49,31,-0.49059673045131175,1
209,Croydon,Other Notifiable Offences,Going Equipped,11,4,19,11,16,21,20,19,16,18,21,15,10,-0.7182646876030239,0
210,Croydon,Other Notifiable Offences,Other Notifiable,12,4,384,425,431,420,478,393,509,616,756,672,683,-0.2463892678799969,1
211,Croydon,Robbery,Business Property,13,5,214,214,197,195,170,132,103,94,80,86,92,-0.5808424882106203,0
212,Croydon,Robbery,Personal Property,14,5,1235,1389,1407,1632,1823,1599,896,648,1082,1103,1009,0.563824490896379,2
213,Croydon,Sexual Offences,Other Sexual,15,6,248,268,316,289,289,307,353,429,492,495,521,-0.4041250880226507,1
214,Croydon,Sexual Offences,Rape,16,6,150,168,160,200,196,210,299,303,336,396,444,-0.511687374946107,1
215,Croydon,Theft and Handling,Handling Stolen Goods,17,7,75,65,61,128,49,74,51,47,50,68,50,-0.6695341984808387,0
216,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,201,212,186,145,228,182,235,372,388,0,0,-0.4975899441522176,1
217,Croydon,Theft and Handling,Other Theft,19,7,3333,3132,3669,3959,4909,4013,3912,3642,3342,3246,3546,3.028099795025101,2
218,Croydon,Theft and Handling,Other Theft Person,20,7,630,727,683,814,846,881,525,509,613,494,554,-0.0448071078665843,1
219,Croydon,Theft and Handling,Theft From Motor Vehicle,21,7,2788,3051,3001,2717,2933,2711,2139,2005,1848,2055,2526,1.8383654387344865,2
220,Croydon,Theft and Handling,Theft From Shops,22,7,1517,1631,1719,1695,1694,1486,1999,1941,1865,1651,1399,0.9896335029070896,2
221,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1278,1223,1170,1084,973,734,785,907,1096,1082,1143,0.29064514299273997,2
222,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,234,416,324,419,300,342,237,229,273,333,252,-0.42821282410354855,1
223,Croydon,Violence Against the Person,Assault with Injury,25,8,2758,2781,2448,2419,2361,1969,2243,2348,2496,2369,2349,1.686290791587804,2
224,Croydon,Violence Against the Person,Common Assault,26,8,1814,1848,1852,1872,1718,1573,2274,2860,2926,2996,3005,1.3437343236354962,2
225,Croydon,Violence Against the Person,Grievous Bodily Harm,27,8,152,318,193,0,0,0,0,0,0,0,0,-0.662540984779933,0
226,Croydon,Violence Against the Person,Harassment,28,8,1482,1572,1493,1584,1722,1537,2329,3164,3375,3436,3664,1.2905636988301963,2
227,Croydon,Violence Against the Person,Murder,29,8,5,6,6,6,6,4,4,0,9,8,2,-0.7310300776919789,0
228,Croydon,Violence Against the Person,Offensive Weapon,30,8,311,235,237,204,190,170,195,193,233,385,345,-0.5176815581183121,1
229,Croydon,Violence Against the Person,Other violence,31,8,273,353,261,293,323,322,350,418,465,488,564,-0.3966878607534334,1
230,Croydon,Violence Against the Person,Wounding/GBH,32,8,189,0,121,323,353,707,949,1062,1011,1138,1063,-0.21275524008040217,1
231,Ealing,Burglary,Burglary in a Dwelling,0,0,2861,2918,2658,2776,2864,2442,2078,1920,1637,1907,2015,1.7230329143655791,2
232,Ealing,Burglary,Burglary in Other Buildings,1,0,1088,1035,1113,1091,1100,1142,835,709,848,1132,1004,0.25856516268223545,2
233,Ealing,Criminal Damage,Criminal Damage To Dwelling,2,1,820,855,752,732,606,507,502,490,545,439,456,-0.09131752914721199,1
234,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1766,1670,1771,1432,1227,1090,1027,1141,1084,1010,924,0.6189931767590805,2
235,Ealing,Criminal Damage,Criminal Damage To Other Building,4,1,289,304,289,318,231,202,285,259,258,240,169,-0.4658429740179466,1
236,Ealing,Criminal Damage,Other Criminal Damage,5,1,652,732,781,720,575,462,534,579,682,653,650,-0.10152984121837606,1
237,Ealing,Drugs,Drug Trafficking,6,2,166,222,192,163,190,265,159,139,111,163,78,-0.5577537826584233,0
238,Ealing,Drugs,Other Drugs,7,2,20,12,10,12,17,12,13,11,27,18,14,-0.7212617791891264,0
239,Ealing,Drugs,Possession Of Drugs,8,2,3176,2338,2454,2111,2028,1651,1472,1298,1255,1212,1042,1.2378370875932077,2
240,Ealing,Fraud or Forgery,Counted per Victim,9,3,1660,1876,1913,1712,735,90,0,0,0,0,0,0.1503368554063118,2
241,Ealing,Fraud or Forgery,Other Fraud & Forgery,10,3,399,581,595,499,534,72,58,56,57,61,46,-0.41966556291355256,1
242,Ealing,Other Notifiable Offences,Going Equipped,11,4,30,9,31,25,21,16,17,17,28,35,19,-0.7146015756644541,0
243,Ealing,Other Notifiable Offences,Other Notifiable,12,4,412,410,512,529,467,419,460,538,597,630,667,-0.2539374985412921,1
244,Ealing,Robbery,Business Property,13,5,100,97,95,98,94,74,64,54,65,78,53,-0.6538827201978591,0
245,Ealing,Robbery,Personal Property,14,5,1333,1200,1583,1398,1210,863,582,590,612,772,805,0.3040765534341623,2
246,Ealing,Sexual Offences,Other Sexual,15,6,253,267,254,305,275,330,354,374,364,386,431,-0.4279908173193928,1
247,Ealing,Sexual Offences,Rape,16,6,56,74,106,116,108,133,137,195,186,237,266,-0.612811465129047,0
248,Ealing,Theft and Handling,Handling Stolen Goods,17,7,77,56,64,87,62,46,48,52,74,47,30,-0.6733083138114864,0
249,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,99,119,151,256,228,188,352,433,377,0,0,-0.49159576098001256,1
250,Ealing,Theft and Handling,Other Theft,19,7,2856,2710,3117,3216,4078,3587,3373,3423,3506,3298,3384,2.5790910740701154,2
251,Ealing,Theft and Handling,Other Theft Person,20,7,917,991,1077,1063,1002,951,541,589,606,582,673,0.12269701077892209,2
252,Ealing,Theft and Handling,Theft From Motor Vehicle,21,7,3498,3990,4227,3740,3206,3050,2600,2240,2188,2192,2517,2.4539902511983556,2
253,Ealing,Theft and Handling,Theft From Shops,22,7,1147,1328,1453,1554,1383,1454,1542,1648,1899,1687,1269,0.752197247252525,2
254,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1057,981,1177,923,903,642,693,738,843,1094,1227,0.14711775703605356,2
255,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,535,671,693,712,856,681,527,497,591,659,554,-0.09642368518279403,1
256,Ealing,Violence Against the Person,Assault with Injury,25,8,2260,2156,2428,2224,2301,1673,1736,1804,1980,1988,1988,1.3243087300218688,2
257,Ealing,Violence Against the Person,Common Assault,26,8,1713,1871,2166,2183,1869,1566,2139,2689,2918,2936,2936,1.3855826024488531,2
258,Ealing,Violence Against the Person,Grievous Bodily Harm,27,8,218,504,248,0,0,0,0,0,0,0,0,-0.6284629434120267,0
259,Ealing,Violence Against the Person,Harassment,28,8,2529,2622,2976,2063,2114,2087,2284,2991,3079,3239,3430,1.7886359190836005,2
260,Ealing,Violence Against the Person,Murder,29,8,5,3,6,5,5,9,5,5,4,7,2,-0.7309190742999011,0
261,Ealing,Violence Against the Person,Offensive Weapon,30,8,200,174,139,146,101,107,123,143,163,231,193,-0.592275837594641,0
262,Ealing,Violence Against the Person,Other violence,31,8,515,434,385,354,314,320,302,419,450,398,426,-0.34840138519955977,1
263,Ealing,Violence Against the Person,Wounding/GBH,32,8,191,0,115,316,274,602,870,971,908,986,968,-0.2647048275728455,1
264,Enfield,Burglary,Burglary in a Dwelling,0,0,2990,2924,2452,2810,2669,2447,2181,2101,1949,2058,2446,1.7639931660423134,2
265,Enfield,Burglary,Burglary in Other Buildings,1,0,1014,1077,971,907,1059,1021,879,720,598,1085,1348,0.1791977373465581,2
266,Enfield,Criminal Damage,Criminal Damage To Dwelling,2,1,919,887,833,767,584,492,496,453,482,501,441,-0.07977317637111347,1
267,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1833,1593,1344,1184,916,893,897,897,902,930,923,0.42484824401488525,2
268,Enfield,Criminal Damage,Criminal Damage To Other Building,4,1,275,308,283,268,166,158,164,159,177,188,141,-0.5187915920390908,1
269,Enfield,Criminal Damage,Other Criminal Damage,5,1,592,670,556,469,504,451,526,625,586,570,708,-0.1834503445718444,1
270,Enfield,Drugs,Drug Trafficking,6,2,144,115,210,145,119,234,107,136,136,102,88,-0.5867256679907474,0
271,Enfield,Drugs,Other Drugs,7,2,7,11,1,6,8,13,7,9,9,9,3,-0.7282549928900321,0
272,Enfield,Drugs,Possession Of Drugs,8,2,2180,1633,1593,1403,1031,1388,1341,1132,934,934,823,0.6663916251763312,2
273,Enfield,Fraud or Forgery,Counted per Victim,9,3,689,498,843,896,602,57,0,0,0,0,0,-0.3381890731283957,1
274,Enfield,Fraud or Forgery,Other Fraud & Forgery,10,3,411,557,535,430,381,71,43,37,32,56,45,-0.45896076370911865,1
275,Enfield,Other Notifiable Offences,Going Equipped,11,4,17,17,23,20,15,19,22,18,9,16,12,-0.7183756909951017,0
276,Enfield,Other Notifiable Offences,Other Notifiable,12,4,251,286,404,382,298,328,434,420,524,508,617,-0.3668279482844862,1
277,Enfield,Robbery,Business Property,13,5,100,137,136,92,141,71,44,72,54,72,74,-0.6421163606376048,0
278,Enfield,Robbery,Personal Property,14,5,1039,1097,1181,1090,1019,879,741,885,771,930,1161,0.229815284134067,2
279,Enfield,Sexual Offences,Other Sexual,15,6,192,217,213,184,172,201,286,290,345,376,416,-0.5030291103640332,1
280,Enfield,Sexual Offences,Rape,16,6,51,93,121,118,117,139,167,191,204,252,262,-0.6028211598420387,0
281,Enfield,Theft and Handling,Handling Stolen Goods,17,7,118,94,65,68,46,75,54,56,49,41,28,-0.666759113678892,0
282,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,85,88,124,238,234,249,223,349,453,0,0,-0.5093563037124718,1
283,Enfield,Theft and Handling,Other Theft,19,7,2076,1978,1957,2259,2786,2795,3175,2856,2826,2945,2984,1.7845287935767193,2
284,Enfield,Theft and Handling,Other Theft Person,20,7,498,544,521,449,592,599,463,464,523,576,677,-0.21963745038923013,1
285,Enfield,Theft and Handling,Theft From Motor Vehicle,21,7,3190,2605,2746,2922,2963,3218,2112,2221,2000,2284,3090,1.9253920981235368,2
286,Enfield,Theft and Handling,Theft From Shops,22,7,900,926,962,817,905,911,1010,1061,1198,1496,1323,0.22848324342913257,2
287,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1257,1061,1034,1126,793,876,770,636,806,1213,1710,0.19174112065135746,2
288,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,173,273,244,275,248,203,247,276,256,298,202,-0.4924837881166355,1
289,Enfield,Violence Against the Person,Assault with Injury,25,8,1690,1675,1628,1548,1520,1343,1649,1694,1676,1660,1649,0.8648656902115635,2
290,Enfield,Violence Against the Person,Common Assault,26,8,1025,1267,1378,1341,1195,1084,1546,1798,1965,2083,2272,0.6623955030615278,2
291,Enfield,Violence Against the Person,Grievous Bodily Harm,27,8,95,308,132,0,0,0,0,0,0,0,0,-0.6767494189659004,0
292,Enfield,Violence Against the Person,Harassment,28,8,779,817,836,865,1128,1367,1692,2235,2512,2545,2963,0.6215462547768715,2
293,Enfield,Violence Against the Person,Murder,29,8,9,3,3,5,3,5,5,6,1,8,4,-0.7316960980444461,0
294,Enfield,Violence Against the Person,Offensive Weapon,30,8,207,192,198,177,102,131,191,139,189,245,219,-0.5667450574167308,0
295,Enfield,Violence Against the Person,Other violence,31,8,203,229,237,180,174,204,270,284,391,388,479,-0.49503686613442655,1
296,Enfield,Violence Against the Person,Wounding/GBH,32,8,130,0,69,148,174,433,670,622,731,856,814,-0.4056791355117409,1
297,Greenwich,Burglary,Burglary in a Dwelling,0,0,2137,1999,1916,1643,1547,1451,1353,1131,1079,1573,1826,0.846328123734559,2
298,Greenwich,Burglary,Burglary in Other Buildings,1,0,1389,1168,925,915,780,940,800,742,704,1128,1070,0.19218513421966896,2
299,Greenwich,Criminal Damage,Criminal Damage To Dwelling,2,1,1330,1360,1102,936,645,602,532,568,645,632,520,0.1208099531135983,2
300,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1727,1401,1275,991,879,787,773,948,974,1107,785,0.3467018559920645,2
301,Greenwich,Criminal Damage,Criminal Damage To Other Building,4,1,278,295,251,292,209,187,175,180,215,207,166,-0.5050271714214348,1
302,Greenwich,Criminal Damage,Other Criminal Damage,5,1,748,730,633,617,531,467,514,593,653,673,713,-0.1271716247883641,1
303,Greenwich,Drugs,Drug Trafficking,6,2,140,143,129,254,162,117,144,111,130,215,83,-0.5885017222639934,0
304,Greenwich,Drugs,Other Drugs,7,2,4,8,8,10,5,9,11,11,1,8,1,-0.7286990064583436,0
305,Greenwich,Drugs,Possession Of Drugs,8,2,1854,1384,983,1132,1139,1186,1101,820,723,755,773,0.40964077930021703,2
306,Greenwich,Fraud or Forgery,Counted per Victim,9,3,898,700,941,695,464,72,0,0,0,0,0,-0.31765344559398967,1
307,Greenwich,Fraud or Forgery,Other Fraud & Forgery,10,3,426,466,489,323,332,55,45,45,56,49,46,-0.487821645649365,1
308,Greenwich,Other Notifiable Offences,Going Equipped,11,4,14,15,16,16,11,11,6,7,14,13,10,-0.7239258605989952,0
309,Greenwich,Other Notifiable Offences,Other Notifiable,12,4,371,483,405,338,366,390,451,512,525,649,640,-0.3097722047564609,1
310,Greenwich,Robbery,Business Property,13,5,124,62,150,81,66,42,51,59,42,58,68,-0.6609869372908428,0
311,Greenwich,Robbery,Personal Property,14,5,1060,801,722,798,516,433,359,408,446,580,576,-0.1208444314399255,1
312,Greenwich,Sexual Offences,Other Sexual,15,6,275,286,295,322,260,220,291,347,374,418,434,-0.4397571768796471,1
313,Greenwich,Sexual Offences,Rape,16,6,80,80,87,95,91,117,175,172,189,273,287,-0.6155865499309937,0
314,Greenwich,Theft and Handling,Handling Stolen Goods,17,7,72,78,43,97,43,42,55,41,52,44,25,-0.6780814596708348,0
315,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,244,253,176,151,140,163,211,296,355,0,0,-0.5153504868846768,1
316,Greenwich,Theft and Handling,Other Theft,19,7,2666,2512,2706,2918,3374,2823,2776,2645,2886,2881,2897,2.0729156061950267,2
317,Greenwich,Theft and Handling,Other Theft Person,20,7,495,658,602,626,778,631,474,487,604,569,493,-0.14171306915056514,1
318,Greenwich,Theft and Handling,Theft From Motor Vehicle,21,7,3374,2547,2547,2024,1658,1669,1512,1245,1471,1629,1890,1.2671419831017656,2
319,Greenwich,Theft and Handling,Theft From Shops,22,7,1292,1341,1329,1124,1151,1251,1467,1407,1461,1663,1564,0.5762568708091005,2
320,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1278,926,836,762,585,604,572,727,879,1016,1131,0.05964708407869172,2
321,Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,331,418,415,433,353,320,278,298,386,352,345,-0.37737327053188396,1
322,Greenwich,Violence Against the Person,Assault with Injury,25,8,2785,2385,2327,2241,1911,1515,1704,1764,1928,1907,1933,1.3240867232377131,2
323,Greenwich,Violence Against the Person,Common Assault,26,8,1268,1404,1424,1320,1326,1307,1770,2216,2350,2615,2568,0.8606475613126043,2
324,Greenwich,Violence Against the Person,Grievous Bodily Harm,27,8,221,418,184,0,0,0,0,0,0,0,0,-0.6447804420474736,0
325,Greenwich,Violence Against the Person,Harassment,28,8,1937,1493,1247,1030,1477,1449,1875,2589,3078,2969,3298,1.059343633131992,2
326,Greenwich,Violence Against the Person,Murder,29,8,4,7,4,6,4,4,0,7,4,7,11,-0.7316960980444461,0
327,Greenwich,Violence Against the Person,Offensive Weapon,30,8,194,143,133,132,86,87,109,115,120,217,184,-0.611923437992424,0
328,Greenwich,Violence Against the Person,Other violence,31,8,265,375,272,248,323,280,291,321,388,421,427,-0.42943386141640516,1
329,Greenwich,Violence Against the Person,Wounding/GBH,32,8,157,0,111,275,267,511,749,802,799,897,885,-0.3286427814096988,1
330,Hackney,Burglary,Burglary in a Dwelling,0,0,1565,1619,1387,1365,1411,1544,1410,1352,1470,1936,2352,0.720561280510332,2
331,Hackney,Burglary,Burglary in Other Buildings,1,0,1089,1127,1102,961,990,1252,1240,1144,1252,1371,1310,0.3913252196073684,2
332,Hackney,Criminal Damage,Criminal Damage To Dwelling,2,1,754,696,643,597,511,485,445,446,475,456,407,-0.17534709695015985,1
333,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1041,903,895,763,656,597,738,802,695,709,591,0.05087781610453996,2
334,Hackney,Criminal Damage,Criminal Damage To Other Building,4,1,249,237,250,253,227,196,227,233,257,265,202,-0.49981001199377495,1
335,Hackney,Criminal Damage,Other Criminal Damage,5,1,560,527,482,471,477,397,492,540,555,594,674,-0.23650996598506643,1
336,Hackney,Drugs,Drug Trafficking,6,2,182,273,170,427,154,243,176,155,161,129,98,-0.5206786497044146,1
337,Hackney,Drugs,Other Drugs,7,2,30,34,27,24,15,11,10,7,9,9,8,-0.7175986672505567,0
338,Hackney,Drugs,Possession Of Drugs,8,2,4426,3603,2567,2029,2052,1631,1125,1157,1196,1129,1353,1.4601768819251821,2
339,Hackney,Fraud or Forgery,Counted per Victim,9,3,505,509,516,491,525,31,0,0,0,0,0,-0.45008049234288905,1
340,Hackney,Fraud or Forgery,Other Fraud & Forgery,10,3,358,401,319,284,317,43,28,30,18,32,48,-0.5365521347715501,0
341,Hackney,Other Notifiable Offences,Going Equipped,11,4,49,35,30,16,25,33,27,23,17,32,25,-0.707830368747704,0
342,Hackney,Other Notifiable Offences,Other Notifiable,12,4,379,386,340,301,318,344,413,447,513,496,501,-0.35417356158760904,1
343,Hackney,Robbery,Business Property,13,5,95,119,110,96,59,55,74,74,75,78,109,-0.6521066659246131,0
344,Hackney,Robbery,Personal Property,14,5,1043,880,1072,1076,1216,999,899,953,976,1398,1495,0.2755486816701496,2
345,Hackney,Sexual Offences,Other Sexual,15,6,299,321,310,229,255,267,351,400,466,470,478,-0.4144484034858926,1
346,Hackney,Sexual Offences,Rape,16,6,128,120,120,150,131,145,182,224,245,332,303,-0.5757363321750383,0
347,Hackney,Theft and Handling,Handling Stolen Goods,17,7,120,88,60,67,47,57,65,54,58,45,30,-0.6677581442075928,0
348,Hackney,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,288,303,264,203,194,156,198,323,267,0,0,-0.49237278472455764,1
349,Hackney,Theft and Handling,Other Theft,19,7,3530,3508,3852,4679,4596,4322,3804,3819,3887,3708,3938,3.2596528708995387,2
350,Hackney,Theft and Handling,Other Theft Person,20,7,1321,1585,1991,2631,3291,3033,1990,2398,2727,3476,2256,1.591271887969147,2
351,Hackney,Theft and Handling,Theft From Motor Vehicle,21,7,2534,2100,2373,1859,2268,1945,1569,1694,1607,1871,2080,1.2562636506781342,2
352,Hackney,Theft and Handling,Theft From Shops,22,7,681,682,643,773,707,748,733,730,1180,1103,891,0.02723409359195357,1
353,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1063,818,777,936,726,583,566,564,652,906,918,0.00592144231300246,1
354,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,1191,1585,1510,1578,1599,1371,1328,1277,1437,1708,1688,0.6931434426670979,2
355,Hackney,Violence Against the Person,Assault with Injury,25,8,2194,2186,2064,1837,1935,1544,1664,1795,1826,1879,1840,1.1559165842397394,2
356,Hackney,Violence Against the Person,Common Assault,26,8,1446,1450,1547,1537,1575,1505,2070,2410,2555,2676,2709,1.0504633617657626,2
357,Hackney,Violence Against the Person,Grievous Bodily Harm,27,8,158,433,248,0,0,0,0,0,0,0,0,-0.6430043877742277,0
358,Hackney,Violence Against the Person,Harassment,28,8,1750,1706,1662,1322,1605,1616,2020,2681,2943,3111,3177,1.1847774661799857,2
359,Hackney,Violence Against the Person,Murder,29,8,8,8,5,2,4,7,6,6,1,3,8,-0.7309190742999011,0
360,Hackney,Violence Against the Person,Offensive Weapon,30,8,356,240,243,187,125,149,156,213,221,330,280,-0.5263398227003859,1
361,Hackney,Violence Against the Person,Other violence,31,8,451,479,407,275,282,317,307,412,449,483,437,-0.361055771896437,1
362,Hackney,Violence Against the Person,Wounding/GBH,32,8,214,0,105,247,278,663,887,927,942,1092,991,-0.26292877329959957,1
363,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,0,0,1861,1419,1668,1846,1253,1010,966,1031,935,1329,1380,0.5946834338940269,2
364,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,1,0,629,554,599,683,618,521,487,549,597,1067,907,-0.15481146941575383,1
365,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,2,1,610,616,576,468,395,262,307,344,344,327,306,-0.30078092999815337,1
366,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,859,753,802,717,625,506,501,539,516,507,428,-0.09031849861851116,1
367,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Other Building,4,1,256,246,238,207,175,167,193,151,169,142,124,-0.5361081212032386,1
368,Hammersmith and Fulham,Criminal Damage,Other Criminal Damage,5,1,415,378,416,356,288,277,373,445,389,397,406,-0.36571791436370754,1
369,Hammersmith and Fulham,Drugs,Drug Trafficking,6,2,134,130,106,107,100,113,83,81,57,59,89,-0.6350121435446211,0
370,Hammersmith and Fulham,Drugs,Other Drugs,7,2,21,16,21,32,20,45,21,19,27,8,9,-0.7114934806862737,0
371,Hammersmith and Fulham,Drugs,Possession Of Drugs,8,2,1971,1858,1804,1439,1565,1865,1753,1334,1260,1007,836,0.9121531352367361,2
372,Hammersmith and Fulham,Fraud or Forgery,Counted per Victim,9,3,455,487,528,431,497,47,0,0,0,0,0,-0.4647329400971679,1
373,Hammersmith and Fulham,Fraud or Forgery,Other Fraud & Forgery,10,3,236,314,261,274,379,42,30,21,28,46,39,-0.5601958572841365,0
374,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,11,4,44,45,64,81,46,44,63,52,56,50,37,-0.6811895546490152,0
375,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,12,4,230,275,303,335,315,345,390,410,435,405,382,-0.3989079285949908,1
376,Hammersmith and Fulham,Robbery,Business Property,13,5,45,45,71,42,34,40,22,25,30,30,59,-0.6968410329319948,0
377,Hammersmith and Fulham,Robbery,Personal Property,14,5,666,651,783,774,689,541,349,334,373,536,716,-0.16335873060574985,1
378,Hammersmith and Fulham,Sexual Offences,Other Sexual,15,6,180,158,157,146,175,183,209,250,276,282,282,-0.5436563518645338,0
379,Hammersmith and Fulham,Sexual Offences,Rape,16,6,68,60,81,69,88,87,127,126,164,161,289,-0.6395632826198138,0
380,Hammersmith and Fulham,Theft and Handling,Handling Stolen Goods,17,7,96,100,115,136,96,89,75,58,71,35,38,-0.6433373979504613,0
381,Hammersmith and Fulham,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,48,109,163,153,142,105,214,306,384,0,0,-0.5558667249930995,0
382,Hammersmith and Fulham,Theft and Handling,Other Theft,19,7,3126,3164,3092,3443,3623,3176,3181,3121,2897,2819,3153,2.4633145361328967,2
383,Hammersmith and Fulham,Theft and Handling,Other Theft Person,20,7,858,1020,1056,1159,1202,986,758,824,634,650,738,0.20705958875810357,2
384,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,21,7,2296,2333,2178,2653,2300,1750,1737,1826,1692,2016,1857,1.3468424186136765,2
385,Hammersmith and Fulham,Theft and Handling,Theft From Shops,22,7,1178,1686,1844,1818,1697,1651,1657,1575,1563,1445,1495,0.8921725246627196,2
386,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,565,644,591,691,597,490,625,655,885,912,638,-0.09864375302435144,1
387,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,1020,1303,1303,1226,1328,958,759,681,925,1216,1038,0.31872900118844116,2
388,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,25,8,1657,1529,1540,1280,1270,1006,1062,1142,1201,1185,1258,0.56116040948651,2
389,Hammersmith and Fulham,Violence Against the Person,Common Assault,26,8,892,1020,1272,1244,1154,1051,1356,1580,1738,1857,1921,0.5189791204969193,2
390,Hammersmith and Fulham,Violence Against the Person,Grievous Bodily Harm,27,8,88,234,131,0,0,0,0,0,0,0,0,-0.6858516971162857,0
391,Hammersmith and Fulham,Violence Against the Person,Harassment,28,8,1793,1642,1504,1355,1455,1315,1709,2097,2339,2275,2407,0.9521143563847694,2
392,Hammersmith and Fulham,Violence Against the Person,Murder,29,8,1,2,3,4,5,1,0,2,3,1,3,-0.7338051624939257,0
393,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,30,8,174,159,165,140,108,113,111,115,136,161,161,-0.6006010920004813,0
394,Hammersmith and Fulham,Violence Against the Person,Other violence,31,8,222,229,249,201,172,187,171,195,220,217,492,-0.5312239719518123,1
395,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,32,8,93,0,60,165,138,370,463,591,555,576,612,-0.4658429740179466,1
396,Haringey,Burglary,Burglary in a Dwelling,0,0,2883,2855,2400,2736,2634,1979,2181,1864,1854,1830,2613,1.6377823092497747,2
397,Haringey,Burglary,Burglary in Other Buildings,1,0,863,873,876,883,809,769,708,699,620,1093,1073,0.051987850025318666,2
398,Haringey,Criminal Damage,Criminal Damage To Dwelling,2,1,1050,931,792,690,620,529,565,545,545,541,495,-0.04047797557554736,1
399,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1491,1302,1083,1104,922,684,750,774,810,754,673,0.2540140236070427,2
400,Haringey,Criminal Damage,Criminal Damage To Other Building,4,1,271,215,232,254,199,214,258,243,250,219,181,-0.49903298824922987,1
401,Haringey,Criminal Damage,Other Criminal Damage,5,1,699,669,601,667,444,441,579,590,639,669,736,-0.14459915734458978,1
402,Haringey,Drugs,Drug Trafficking,6,2,253,178,199,85,220,102,141,178,104,114,111,-0.5740712812938702,0
403,Haringey,Drugs,Other Drugs,7,2,12,13,8,10,9,8,3,4,10,8,14,-0.7275889725375649,0
404,Haringey,Drugs,Possession Of Drugs,8,2,2342,2078,1575,1525,1355,1129,1044,1161,1468,1276,1193,0.7820571597214722,2
405,Haringey,Fraud or Forgery,Counted per Victim,9,3,1051,955,912,921,546,59,0,0,0,0,0,-0.24283715933350505,1
406,Haringey,Fraud or Forgery,Other Fraud & Forgery,10,3,379,355,338,271,364,53,33,34,56,55,52,-0.5271168464449311,1
407,Haringey,Other Notifiable Offences,Going Equipped,11,4,16,22,11,12,15,14,22,27,21,12,16,-0.7183756909951017,0
408,Haringey,Other Notifiable Offences,Other Notifiable,12,4,280,254,236,232,274,267,380,435,564,494,546,-0.4117843220760238,1
409,Haringey,Robbery,Business Property,13,5,141,142,130,96,75,66,57,84,80,107,131,-0.6394522792277358,0
410,Haringey,Robbery,Personal Property,14,5,1081,950,929,1373,1073,860,957,1179,1191,1732,1732,0.3287193064754495,2
411,Haringey,Sexual Offences,Other Sexual,15,6,187,235,274,210,240,186,292,374,386,401,418,-0.471504147013918,1
412,Haringey,Sexual Offences,Rape,16,6,65,89,138,142,124,135,184,201,235,262,343,-0.5903887799293172,0
413,Haringey,Theft and Handling,Handling Stolen Goods,17,7,154,71,62,48,40,54,46,50,49,56,35,-0.6724202866748634,0
