,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
45100,Westminster,Criminal Damage,Criminal Damage To Dwelling,2008,Autumn,132,Medium
45101,Westminster,Criminal Damage,Criminal Damage To Dwelling,2008,Spring,128,Medium
45102,Westminster,Criminal Damage,Criminal Damage To Dwelling,2008,Summer,107,Medium
45103,Westminster,Criminal Damage,Criminal Damage To Dwelling,2008,Winter,125,Medium
45104,Westminster,Criminal Damage,Criminal Damage To Dwelling,2009,Autumn,169,Medium
45105,Westminster,Criminal Damage,Criminal Damage To Dwelling,2009,Spring,157,Medium
45106,Westminster,Criminal Damage,Criminal Damage To Dwelling,2009,Summer,144,Medium
45107,Westminster,Criminal Damage,Criminal Damage To Dwelling,2009,Winter,129,Medium
45108,Westminster,Criminal Damage,Criminal Damage To Dwelling,2010,Autumn,129,Medium
45109,Westminster,Criminal Damage,Criminal Damage To Dwelling,2010,Spring,167,Medium
45110,Westminster,Criminal Damage,Criminal Damage To Dwelling,2010,Summer,121,Medium
45111,Westminster,Criminal Damage,Criminal Damage To Dwelling,2010,Winter,121,Medium
45112,Westminster,Criminal Damage,Criminal Damage To Dwelling,2011,Autumn,95,Medium
45113,Westminster,Criminal Damage,Criminal Damage To Dwelling,2011,Spring,111,Medium
45114,Westminster,Criminal Damage,Criminal Damage To Dwelling,2011,Summer,109,Medium
45115,Westminster,Criminal Damage,Criminal Damage To Dwelling,2011,Winter,98,Medium
45116,Westminster,Criminal Damage,Criminal Damage To Dwelling,2012,Autumn,82,Medium
45117,Westminster,Criminal Damage,Criminal Damage To Dwelling,2012,Spring,87,Medium
45118,Westminster,Criminal Damage,Criminal Damage To Dwelling,2012,Summer,93,Medium
45119,Westminster,Criminal Damage,Criminal Damage To Dwelling,2012,Winter,97,Medium
45120,Westminster,Criminal Damage,Criminal Damage To Dwelling,2013,Autumn,69,Medium
45121,Westminster,Criminal Damage,Criminal Damage To Dwelling,2013,Spring,101,Medium
45122,Westminster,Criminal Damage,Criminal Damage To Dwelling,2013,Summer,78,Medium
45123,Westminster,Criminal Damage,Criminal Damage To Dwelling,2013,Winter,73,Medium
45124,Westminster,Criminal Damage,Criminal Damage To Dwelling,2014,Autumn,85,Medium
45125,Westminster,Criminal Damage,Criminal Damage To Dwelling,2014,Spring,74,Medium
45126,Westminster,Criminal Damage,Criminal Damage To Dwelling,2014,Summer,92,Medium
45127,Westminster,Criminal Damage,Criminal Damage To Dwelling,2014,Winter,73,Medium
45128,Westminster,Criminal Damage,Criminal Damage To Dwelling,2015,Autumn,91,Medium
45129,Westminster,Criminal Damage,Criminal Damage To Dwelling,2015,Spring,75,Medium
45130,Westminster,Criminal Damage,Criminal Damage To Dwelling,2015,Summer,65,Medium
45131,Westminster,Criminal Damage,Criminal Damage To Dwelling,2015,Winter,89,Medium
45132,Westminster,Criminal Damage,Criminal Damage To Dwelling,2016,Autumn,89,Medium
45133,Westminster,Criminal Damage,Criminal Damage To Dwelling,2016,Spring,95,Medium
45134,Westminster,Criminal Damage,Criminal Damage To Dwelling,2016,Summer,105,Medium
45135,Westminster,Criminal Damage,Criminal Damage To Dwelling,2016,Winter,76,Medium
45136,Westminster,Criminal Damage,Criminal Damage To Dwelling,2017,Autumn,91,Medium
45137,Westminster,Criminal Damage,Criminal Damage To Dwelling,2017,Spring,82,Medium
45138,Westminster,Criminal Damage,Criminal Damage To Dwelling,2017,Summer,84,Medium
45139,Westminster,Criminal Damage,Criminal Damage To Dwelling,2017,Winter,74,Medium
45140,Westminster,Criminal Damage,Criminal Damage To Dwelling,2018,Autumn,82,Medium
45141,Westminster,Criminal Damage,Criminal Damage To Dwelling,2018,Spring,82,Medium
45142,Westminster,Criminal Damage,Criminal Damage To Dwelling,2018,Summer,88,Medium
45143,Westminster,Criminal Damage,Criminal Damage To Dwelling,2018,Winter,88,Medium
45144,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Autumn,296,High
45145,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Spring,339,High
45146,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Summer,320,High
45147,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Winter,295,High
45148,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Autumn,259,High
45149,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Spring,276,High
45150,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Summer,298,High
45151,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Winter,225,High
45152,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Autumn,263,High
45153,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Spring,271,High
45154,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Summer,249,High
45155,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Winter,236,High
45156,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Autumn,214,High
45157,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Spring,261,High
45158,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Summer,240,High
45159,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Winter,223,High
45160,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Autumn,173,Medium
45161,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Spring,226,High
45162,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Summer,342,High
45163,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Winter,175,Medium
45164,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Autumn,181,Medium
45165,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Spring,208,High
45166,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Summer,293,High
45167,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Winter,184,Medium
45168,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Autumn,198,High
45169,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Spring,170,Medium
45170,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Summer,145,Medium
45171,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Winter,174,Medium
45172,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Autumn,174,Medium
45173,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Spring,208,High
45174,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Summer,174,Medium
45175,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Winter,171,Medium
45176,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Autumn,180,Medium
45177,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Spring,158,Medium
45178,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Summer,237,High
45179,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Winter,212,High
45180,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Autumn,222,High
45181,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Spring,162,Medium
45182,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Summer,186,Medium
45183,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Winter,166,Medium
45184,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Autumn,199,High
45185,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Spring,194,Medium
45186,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Summer,205,High
45187,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Winter,158,Medium
45188,Westminster,Criminal Damage,Criminal Damage To Other Building,2008,Autumn,137,Medium
45189,Westminster,Criminal Damage,Criminal Damage To Other Building,2008,Spring,157,Medium
45190,Westminster,Criminal Damage,Criminal Damage To Other Building,2008,Summer,151,Medium
45191,Westminster,Criminal Damage,Criminal Damage To Other Building,2008,Winter,132,Medium
45192,Westminster,Criminal Damage,Criminal Damage To Other Building,2009,Autumn,147,Medium
45193,Westminster,Criminal Damage,Criminal Damage To Other Building,2009,Spring,165,Medium
45194,Westminster,Criminal Damage,Criminal Damage To Other Building,2009,Summer,139,Medium
45195,Westminster,Criminal Damage,Criminal Damage To Other Building,2009,Winter,162,Medium
45196,Westminster,Criminal Damage,Criminal Damage To Other Building,2010,Autumn,133,Medium
45197,Westminster,Criminal Damage,Criminal Damage To Other Building,2010,Spring,171,Medium
45198,Westminster,Criminal Damage,Criminal Damage To Other Building,2010,Summer,140,Medium
45199,Westminster,Criminal Damage,Criminal Damage To Other Building,2010,Winter,146,Medium
45200,Westminster,Criminal Damage,Criminal Damage To Other Building,2011,Autumn,127,Medium
45201,Westminster,Criminal Damage,Criminal Damage To Other Building,2011,Spring,153,Medium
45202,Westminster,Criminal Damage,Criminal Damage To Other Building,2011,Summer,142,Medium
45203,Westminster,Criminal Damage,Criminal Damage To Other Building,2011,Winter,125,Medium
45204,Westminster,Criminal Damage,Criminal Damage To Other Building,2012,Autumn,100,Medium
45205,Westminster,Criminal Damage,Criminal Damage To Other Building,2012,Spring,120,Medium
45206,Westminster,Criminal Damage,Criminal Damage To Other Building,2012,Summer,138,Medium
45207,Westminster,Criminal Damage,Criminal Damage To Other Building,2012,Winter,95,Medium
45208,Westminster,Criminal Damage,Criminal Damage To Other Building,2013,Autumn,87,Medium
45209,Westminster,Criminal Damage,Criminal Damage To Other Building,2013,Spring,116,Medium
45210,Westminster,Criminal Damage,Criminal Damage To Other Building,2013,Summer,136,Medium
45211,Westminster,Criminal Damage,Criminal Damage To Other Building,2013,Winter,118,Medium
45212,Westminster,Criminal Damage,Criminal Damage To Other Building,2014,Autumn,122,Medium
45213,Westminster,Criminal Damage,Criminal Damage To Other Building,2014,Spring,108,Medium
45214,Westminster,Criminal Damage,Criminal Damage To Other Building,2014,Summer,96,Medium
45215,Westminster,Criminal Damage,Criminal Damage To Other Building,2014,Winter,99,Medium
45216,Westminster,Criminal Damage,Criminal Damage To Other Building,2015,Autumn,108,Medium
45217,Westminster,Criminal Damage,Criminal Damage To Other Building,2015,Spring,110,Medium
45218,Westminster,Criminal Damage,Criminal Damage To Other Building,2015,Summer,96,Medium
45219,Westminster,Criminal Damage,Criminal Damage To Other Building,2015,Winter,117,Medium
45220,Westminster,Criminal Damage,Criminal Damage To Other Building,2016,Autumn,96,Medium
45221,Westminster,Criminal Damage,Criminal Damage To Other Building,2016,Spring,90,Medium
45222,Westminster,Criminal Damage,Criminal Damage To Other Building,2016,Summer,85,Medium
45223,Westminster,Criminal Damage,Criminal Damage To Other Building,2016,Winter,123,Medium
45224,Westminster,Criminal Damage,Criminal Damage To Other Building,2017,Autumn,93,Medium
45225,Westminster,Criminal Damage,Criminal Damage To Other Building,2017,Spring,113,Medium
45226,Westminster,Criminal Damage,Criminal Damage To Other Building,2017,Summer,98,Medium
45227,Westminster,Criminal Damage,Criminal Damage To Other Building,2017,Winter,99,Medium
45228,Westminster,Criminal Damage,Criminal Damage To Other Building,2018,Autumn,87,Medium
45229,Westminster,Criminal Damage,Criminal Damage To Other Building,2018,Spring,99,Medium
45230,Westminster,Criminal Damage,Criminal Damage To Other Building,2018,Summer,109,Medium
45231,Westminster,Criminal Damage,Criminal Damage To Other Building,2018,Winter,97,Medium
45232,Westminster,Criminal Damage,Other Criminal Damage,2008,Autumn,223,High
45233,Westminster,Criminal Damage,Other Criminal Damage,2008,Spring,212,High
45234,Westminster,Criminal Damage,Other Criminal Damage,2008,Summer,244,High
45235,Westminster,Criminal Damage,Other Criminal Damage,2008,Winter,217,High
45236,Westminster,Criminal Damage,Other Criminal Damage,2009,Autumn,230,High
45237,Westminster,Criminal Damage,Other Criminal Damage,2009,Spring,217,High
45238,Westminster,Criminal Damage,Other Criminal Damage,2009,Summer,219,High
45239,Westminster,Criminal Damage,Other Criminal Damage,2009,Winter,209,High
45240,Westminster,Criminal Damage,Other Criminal Damage,2010,Autumn,182,Medium
45241,Westminster,Criminal Damage,Other Criminal Damage,2010,Spring,195,High
45242,Westminster,Criminal Damage,Other Criminal Damage,2010,Summer,203,High
45243,Westminster,Criminal Damage,Other Criminal Damage,2010,Winter,184,Medium
45244,Westminster,Criminal Damage,Other Criminal Damage,2011,Autumn,162,Medium
45245,Westminster,Criminal Damage,Other Criminal Damage,2011,Spring,182,Medium
45246,Westminster,Criminal Damage,Other Criminal Damage,2011,Summer,174,Medium
45247,Westminster,Criminal Damage,Other Criminal Damage,2011,Winter,154,Medium
45248,Westminster,Criminal Damage,Other Criminal Damage,2012,Autumn,125,Medium
45249,Westminster,Criminal Damage,Other Criminal Damage,2012,Spring,138,Medium
45250,Westminster,Criminal Damage,Other Criminal Damage,2012,Summer,144,Medium
45251,Westminster,Criminal Damage,Other Criminal Damage,2012,Winter,145,Medium
45252,Westminster,Criminal Damage,Other Criminal Damage,2013,Autumn,104,Medium
45253,Westminster,Criminal Damage,Other Criminal Damage,2013,Spring,105,Medium
45254,Westminster,Criminal Damage,Other Criminal Damage,2013,Summer,140,Medium
45255,Westminster,Criminal Damage,Other Criminal Damage,2013,Winter,113,Medium
45256,Westminster,Criminal Damage,Other Criminal Damage,2014,Autumn,156,Medium
45257,Westminster,Criminal Damage,Other Criminal Damage,2014,Spring,146,Medium
45258,Westminster,Criminal Damage,Other Criminal Damage,2014,Summer,177,Medium
45259,Westminster,Criminal Damage,Other Criminal Damage,2014,Winter,114,Medium
45260,Westminster,Criminal Damage,Other Criminal Damage,2015,Autumn,140,Medium
45261,Westminster,Criminal Damage,Other Criminal Damage,2015,Spring,173,Medium
45262,Westminster,Criminal Damage,Other Criminal Damage,2015,Summer,158,Medium
45263,Westminster,Criminal Damage,Other Criminal Damage,2015,Winter,142,Medium
45264,Westminster,Criminal Damage,Other Criminal Damage,2016,Autumn,160,Medium
45265,Westminster,Criminal Damage,Other Criminal Damage,2016,Spring,153,Medium
45266,Westminster,Criminal Damage,Other Criminal Damage,2016,Summer,173,Medium
45267,Westminster,Criminal Damage,Other Criminal Damage,2016,Winter,166,Medium
45268,Westminster,Criminal Damage,Other Criminal Damage,2017,Autumn,174,Medium
45269,Westminster,Criminal Damage,Other Criminal Damage,2017,Spring,214,High
45270,Westminster,Criminal Damage,Other Criminal Damage,2017,Summer,194,Medium
45271,Westminster,Criminal Damage,Other Criminal Damage,2017,Winter,195,High
45272,Westminster,Criminal Damage,Other Criminal Damage,2018,Autumn,248,High
45273,Westminster,Criminal Damage,Other Criminal Damage,2018,Spring,179,Medium
45274,Westminster,Criminal Damage,Other Criminal Damage,2018,Summer,203,High
45275,Westminster,Criminal Damage,Other Criminal Damage,2018,Winter,196,High
45276,Westminster,Drugs,Drug Trafficking,2008,Autumn,80,Medium
45277,Westminster,Drugs,Drug Trafficking,2008,Spring,86,Medium
45278,Westminster,Drugs,Drug Trafficking,2008,Summer,130,Medium
45279,Westminster,Drugs,Drug Trafficking,2008,Winter,56,Medium
45280,Westminster,Drugs,Drug Trafficking,2009,Autumn,53,Medium
45281,Westminster,Drugs,Drug Trafficking,2009,Spring,46,Medium
45282,Westminster,Drugs,Drug Trafficking,2009,Summer,57,Medium
45283,Westminster,Drugs,Drug Trafficking,2009,Winter,48,Medium
45284,Westminster,Drugs,Drug Trafficking,2010,Autumn,103,Medium
45285,Westminster,Drugs,Drug Trafficking,2010,Spring,64,Medium
45286,Westminster,Drugs,Drug Trafficking,2010,Summer,72,Medium
45287,Westminster,Drugs,Drug Trafficking,2010,Winter,59,Medium
45288,Westminster,Drugs,Drug Trafficking,2011,Autumn,54,Medium
45289,Westminster,Drugs,Drug Trafficking,2011,Spring,34,Low
45290,Westminster,Drugs,Drug Trafficking,2011,Summer,50,Medium
45291,Westminster,Drugs,Drug Trafficking,2011,Winter,38,Low
45292,Westminster,Drugs,Drug Trafficking,2012,Autumn,31,Low
45293,Westminster,Drugs,Drug Trafficking,2012,Spring,67,Medium
45294,Westminster,Drugs,Drug Trafficking,2012,Summer,119,Medium
45295,Westminster,Drugs,Drug Trafficking,2012,Winter,46,Medium
45296,Westminster,Drugs,Drug Trafficking,2013,Autumn,93,Medium
45297,Westminster,Drugs,Drug Trafficking,2013,Spring,40,Low
45298,Westminster,Drugs,Drug Trafficking,2013,Summer,55,Medium
45299,Westminster,Drugs,Drug Trafficking,2013,Winter,74,Medium
45300,Westminster,Drugs,Drug Trafficking,2014,Autumn,111,Medium
45301,Westminster,Drugs,Drug Trafficking,2014,Spring,28,Low
45302,Westminster,Drugs,Drug Trafficking,2014,Summer,64,Medium
45303,Westminster,Drugs,Drug Trafficking,2014,Winter,46,Medium
45304,Westminster,Drugs,Drug Trafficking,2015,Autumn,46,Medium
45305,Westminster,Drugs,Drug Trafficking,2015,Spring,32,Low
45306,Westminster,Drugs,Drug Trafficking,2015,Summer,52,Medium
45307,Westminster,Drugs,Drug Trafficking,2015,Winter,36,Low
45308,Westminster,Drugs,Drug Trafficking,2016,Autumn,22,Low
45309,Westminster,Drugs,Drug Trafficking,2016,Spring,32,Low
45310,Westminster,Drugs,Drug Trafficking,2016,Summer,35,Low
45311,Westminster,Drugs,Drug Trafficking,2016,Winter,31,Low
45312,Westminster,Drugs,Drug Trafficking,2017,Autumn,40,Low
45313,Westminster,Drugs,Drug Trafficking,2017,Spring,28,Low
45314,Westminster,Drugs,Drug Trafficking,2017,Summer,44,Medium
45315,Westminster,Drugs,Drug Trafficking,2017,Winter,29,Low
45316,Westminster,Drugs,Drug Trafficking,2018,Autumn,21,Low
45317,Westminster,Drugs,Drug Trafficking,2018,Spring,16,Low
45318,Westminster,Drugs,Drug Trafficking,2018,Summer,21,Low
45319,Westminster,Drugs,Drug Trafficking,2018,Winter,14,Low
45320,Westminster,Drugs,Other Drugs,2008,Autumn,24,Low
45321,Westminster,Drugs,Other Drugs,2008,Spring,11,Low
45322,Westminster,Drugs,Other Drugs,2008,Summer,26,Low
45323,Westminster,Drugs,Other Drugs,2008,Winter,16,Low
45324,Westminster,Drugs,Other Drugs,2009,Autumn,22,Low
45325,Westminster,Drugs,Other Drugs,2009,Spring,17,Low
45326,Westminster,Drugs,Other Drugs,2009,Summer,18,Low
45327,Westminster,Drugs,Other Drugs,2009,Winter,7,Low
45328,Westminster,Drugs,Other Drugs,2010,Autumn,18,Low
45329,Westminster,Drugs,Other Drugs,2010,Spring,26,Low
45330,Westminster,Drugs,Other Drugs,2010,Summer,16,Low
45331,Westminster,Drugs,Other Drugs,2010,Winter,13,Low
45332,Westminster,Drugs,Other Drugs,2011,Autumn,5,Low
45333,Westminster,Drugs,Other Drugs,2011,Spring,5,Low
45334,Westminster,Drugs,Other Drugs,2011,Summer,17,Low
45335,Westminster,Drugs,Other Drugs,2011,Winter,2,Low
45336,Westminster,Drugs,Other Drugs,2012,Autumn,13,Low
45337,Westminster,Drugs,Other Drugs,2012,Spring,7,Low
45338,Westminster,Drugs,Other Drugs,2012,Summer,4,Low
45339,Westminster,Drugs,Other Drugs,2012,Winter,8,Low
45340,Westminster,Drugs,Other Drugs,2013,Autumn,8,Low
45341,Westminster,Drugs,Other Drugs,2013,Spring,5,Low
45342,Westminster,Drugs,Other Drugs,2013,Summer,9,Low
45343,Westminster,Drugs,Other Drugs,2013,Winter,6,Low
45344,Westminster,Drugs,Other Drugs,2014,Autumn,1,Low
45345,Westminster,Drugs,Other Drugs,2014,Spring,3,Low
45346,Westminster,Drugs,Other Drugs,2014,Summer,2,Low
45347,Westminster,Drugs,Other Drugs,2014,Winter,4,Low
45348,Westminster,Drugs,Other Drugs,2015,Autumn,3,Low
45349,Westminster,Drugs,Other Drugs,2015,Spring,2,Low
45350,Westminster,Drugs,Other Drugs,2015,Summer,5,Low
45351,Westminster,Drugs,Other Drugs,2015,Winter,2,Low
45352,Westminster,Drugs,Other Drugs,2016,Autumn,2,Low
45353,Westminster,Drugs,Other Drugs,2016,Spring,6,Low
45354,Westminster,Drugs,Other Drugs,2016,Summer,3,Low
45355,Westminster,Drugs,Other Drugs,2016,Winter,2,Low
45356,Westminster,Drugs,Other Drugs,2017,Autumn,3,Low
45357,Westminster,Drugs,Other Drugs,2017,Spring,7,Low
45358,Westminster,Drugs,Other Drugs,2017,Summer,4,Low
45359,Westminster,Drugs,Other Drugs,2017,Winter,1,Low
45360,Westminster,Drugs,Other Drugs,2018,Autumn,4,Low
45361,Westminster,Drugs,Other Drugs,2018,Spring,1,Low
45362,Westminster,Drugs,Other Drugs,2018,Summer,8,Low
45363,Westminster,Drugs,Other Drugs,2018,Winter,0,Low
45364,Westminster,Drugs,Possession Of Drugs,2008,Autumn,1193,High
45365,Westminster,Drugs,Possession Of Drugs,2008,Spring,1402,High
45366,Westminster,Drugs,Possession Of Drugs,2008,Summer,1346,High
45367,Westminster,Drugs,Possession Of Drugs,2008,Winter,1157,High
45368,Westminster,Drugs,Possession Of Drugs,2009,Autumn,1065,High
45369,Westminster,Drugs,Possession Of Drugs,2009,Spring,1352,High
45370,Westminster,Drugs,Possession Of Drugs,2009,Summer,1394,High
45371,Westminster,Drugs,Possession Of Drugs,2009,Winter,1048,High
45372,Westminster,Drugs,Possession Of Drugs,2010,Autumn,1506,High
45373,Westminster,Drugs,Possession Of Drugs,2010,Spring,1343,High
45374,Westminster,Drugs,Possession Of Drugs,2010,Summer,1640,High
45375,Westminster,Drugs,Possession Of Drugs,2010,Winter,1054,High
45376,Westminster,Drugs,Possession Of Drugs,2011,Autumn,1745,High
45377,Westminster,Drugs,Possession Of Drugs,2011,Spring,1724,High
45378,Westminster,Drugs,Possession Of Drugs,2011,Summer,1831,High
45379,Westminster,Drugs,Possession Of Drugs,2011,Winter,1280,High
45380,Westminster,Drugs,Possession Of Drugs,2012,Autumn,935,High
45381,Westminster,Drugs,Possession Of Drugs,2012,Spring,1246,High
45382,Westminster,Drugs,Possession Of Drugs,2012,Summer,1339,High
45383,Westminster,Drugs,Possession Of Drugs,2012,Winter,1161,High
45384,Westminster,Drugs,Possession Of Drugs,2013,Autumn,997,High
45385,Westminster,Drugs,Possession Of Drugs,2013,Spring,1078,High
45386,Westminster,Drugs,Possession Of Drugs,2013,Summer,1152,High
45387,Westminster,Drugs,Possession Of Drugs,2013,Winter,929,High
45388,Westminster,Drugs,Possession Of Drugs,2014,Autumn,592,High
45389,Westminster,Drugs,Possession Of Drugs,2014,Spring,769,High
45390,Westminster,Drugs,Possession Of Drugs,2014,Summer,710,High
45391,Westminster,Drugs,Possession Of Drugs,2014,Winter,679,High
45392,Westminster,Drugs,Possession Of Drugs,2015,Autumn,562,High
45393,Westminster,Drugs,Possession Of Drugs,2015,Spring,531,High
45394,Westminster,Drugs,Possession Of Drugs,2015,Summer,483,High
45395,Westminster,Drugs,Possession Of Drugs,2015,Winter,433,High
45396,Westminster,Drugs,Possession Of Drugs,2016,Autumn,496,High
45397,Westminster,Drugs,Possession Of Drugs,2016,Spring,544,High
45398,Westminster,Drugs,Possession Of Drugs,2016,Summer,575,High
45399,Westminster,Drugs,Possession Of Drugs,2016,Winter,402,High
45400,Westminster,Drugs,Possession Of Drugs,2017,Autumn,465,High
45401,Westminster,Drugs,Possession Of Drugs,2017,Spring,607,High
45402,Westminster,Drugs,Possession Of Drugs,2017,Summer,670,High
45403,Westminster,Drugs,Possession Of Drugs,2017,Winter,453,High
45404,Westminster,Drugs,Possession Of Drugs,2018,Autumn,356,High
45405,Westminster,Drugs,Possession Of Drugs,2018,Spring,391,High
45406,Westminster,Drugs,Possession Of Drugs,2018,Summer,619,High
45407,Westminster,Drugs,Possession Of Drugs,2018,Winter,443,High
45408,Westminster,Fraud or Forgery,Counted per Victim,2008,Autumn,309,High
45409,Westminster,Fraud or Forgery,Counted per Victim,2008,Spring,277,High
45410,Westminster,Fraud or Forgery,Counted per Victim,2008,Summer,330,High
45411,Westminster,Fraud or Forgery,Counted per Victim,2008,Winter,245,High
45412,Westminster,Fraud or Forgery,Counted per Victim,2009,Autumn,308,High
45413,Westminster,Fraud or Forgery,Counted per Victim,2009,Spring,237,High
45414,Westminster,Fraud or Forgery,Counted per Victim,2009,Summer,280,High
45415,Westminster,Fraud or Forgery,Counted per Victim,2009,Winter,251,High
45416,Westminster,Fraud or Forgery,Counted per Victim,2010,Autumn,310,High
45417,Westminster,Fraud or Forgery,Counted per Victim,2010,Spring,313,High
45418,Westminster,Fraud or Forgery,Counted per Victim,2010,Summer,264,High
45419,Westminster,Fraud or Forgery,Counted per Victim,2010,Winter,334,High
45420,Westminster,Fraud or Forgery,Counted per Victim,2011,Autumn,322,High
45421,Westminster,Fraud or Forgery,Counted per Victim,2011,Spring,295,High
45422,Westminster,Fraud or Forgery,Counted per Victim,2011,Summer,356,High
45423,Westminster,Fraud or Forgery,Counted per Victim,2011,Winter,301,High
45424,Westminster,Fraud or Forgery,Counted per Victim,2012,Autumn,415,High
45425,Westminster,Fraud or Forgery,Counted per Victim,2012,Spring,384,High
45426,Westminster,Fraud or Forgery,Counted per Victim,2012,Summer,413,High
45427,Westminster,Fraud or Forgery,Counted per Victim,2012,Winter,337,High
45428,Westminster,Fraud or Forgery,Counted per Victim,2013,Autumn,0,Low
45429,Westminster,Fraud or Forgery,Counted per Victim,2013,Spring,0,Low
45430,Westminster,Fraud or Forgery,Counted per Victim,2013,Summer,0,Low
45431,Westminster,Fraud or Forgery,Counted per Victim,2013,Winter,107,Medium
45432,Westminster,Fraud or Forgery,Counted per Victim,2014,Autumn,0,Low
45433,Westminster,Fraud or Forgery,Counted per Victim,2014,Spring,0,Low
45434,Westminster,Fraud or Forgery,Counted per Victim,2014,Summer,0,Low
45435,Westminster,Fraud or Forgery,Counted per Victim,2014,Winter,0,Low
45436,Westminster,Fraud or Forgery,Counted per Victim,2015,Autumn,0,Low
45437,Westminster,Fraud or Forgery,Counted per Victim,2015,Spring,0,Low
45438,Westminster,Fraud or Forgery,Counted per Victim,2015,Summer,0,Low
45439,Westminster,Fraud or Forgery,Counted per Victim,2015,Winter,0,Low
45440,Westminster,Fraud or Forgery,Counted per Victim,2016,Autumn,0,Low
45441,Westminster,Fraud or Forgery,Counted per Victim,2016,Spring,0,Low
45442,Westminster,Fraud or Forgery,Counted per Victim,2016,Summer,0,Low
45443,Westminster,Fraud or Forgery,Counted per Victim,2016,Winter,0,Low
45444,Westminster,Fraud or Forgery,Counted per Victim,2017,Autumn,0,Low
45445,Westminster,Fraud or Forgery,Counted per Victim,2017,Spring,0,Low
45446,Westminster,Fraud or Forgery,Counted per Victim,2017,Summer,0,Low
45447,Westminster,Fraud or Forgery,Counted per Victim,2017,Winter,0,Low
45448,Westminster,Fraud or Forgery,Counted per Victim,2018,Autumn,0,Low
45449,Westminster,Fraud or Forgery,Counted per Victim,2018,Spring,0,Low
45450,Westminster,Fraud or Forgery,Counted per Victim,2018,Summer,0,Low
45451,Westminster,Fraud or Forgery,Counted per Victim,2018,Winter,0,Low
45452,Westminster,Fraud or Forgery,Other Fraud & Forgery,2008,Autumn,274,High
45453,Westminster,Fraud or Forgery,Other Fraud & Forgery,2008,Spring,270,High
45454,Westminster,Fraud or Forgery,Other Fraud & Forgery,2008,Summer,298,High
45455,Westminster,Fraud or Forgery,Other Fraud & Forgery,2008,Winter,253,High
45456,Westminster,Fraud or Forgery,Other Fraud & Forgery,2009,Autumn,279,High
45457,Westminster,Fraud or Forgery,Other Fraud & Forgery,2009,Spring,231,High
45458,Westminster,Fraud or Forgery,Other Fraud & Forgery,2009,Summer,239,High
45459,Westminster,Fraud or Forgery,Other Fraud & Forgery,2009,Winter,285,High
45460,Westminster,Fraud or Forgery,Other Fraud & Forgery,2010,Autumn,249,High
