,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
0,Barking and Dagenham,Burglary,Burglary in Other Buildings,2008,Autumn,169,Medium
1,Barking and Dagenham,Burglary,Burglary in Other Buildings,2008,Spring,166,Medium
2,Barking and Dagenham,Burglary,Burglary in Other Buildings,2008,Summer,120,Medium
3,Barking and Dagenham,Burglary,Burglary in Other Buildings,2008,Winter,194,Medium
4,Barking and Dagenham,Burglary,Burglary in Other Buildings,2009,Autumn,148,Medium
5,Barking and Dagenham,Burglary,Burglary in Other Buildings,2009,Spring,213,High
6,Barking and Dagenham,Burglary,Burglary in Other Buildings,2009,Summer,156,Medium
7,Barking and Dagenham,Burglary,Burglary in Other Buildings,2009,Winter,173,Medium
8,Barking and Dagenham,Burglary,Burglary in Other Buildings,2010,Autumn,165,Medium
9,Barking and Dagenham,Burglary,Burglary in Other Buildings,2010,Spring,156,Medium
10,Barking and Dagenham,Burglary,Burglary in Other Buildings,2010,Summer,152,Medium
11,Barking and Dagenham,Burglary,Burglary in Other Buildings,2010,Winter,149,Medium
12,Barking and Dagenham,Burglary,Burglary in Other Buildings,2011,Autumn,195,High
13,Barking and Dagenham,Burglary,Burglary in Other Buildings,2011,Spring,170,Medium
14,Barking and Dagenham,Burglary,Burglary in Other Buildings,2011,Summer,220,High
15,Barking and Dagenham,Burglary,Burglary in Other Buildings,2011,Winter,154,Medium
16,Barking and Dagenham,Burglary,Burglary in Other Buildings,2012,Autumn,152,Medium
17,Barking and Dagenham,Burglary,Burglary in Other Buildings,2012,Spring,177,Medium
18,Barking and Dagenham,Burglary,Burglary in Other Buildings,2012,Summer,166,Medium
19,Barking and Dagenham,Burglary,Burglary in Other Buildings,2012,Winter,170,Medium
20,Barking and Dagenham,Burglary,Burglary in Other Buildings,2013,Autumn,146,Medium
21,Barking and Dagenham,Burglary,Burglary in Other Buildings,2013,Spring,129,Medium
22,Barking and Dagenham,Burglary,Burglary in Other Buildings,2013,Summer,124,Medium
23,Barking and Dagenham,Burglary,Burglary in Other Buildings,2013,Winter,175,Medium
24,Barking and Dagenham,Burglary,Burglary in Other Buildings,2014,Autumn,120,Medium
25,Barking and Dagenham,Burglary,Burglary in Other Buildings,2014,Spring,142,Medium
26,Barking and Dagenham,Burglary,Burglary in Other Buildings,2014,Summer,138,Medium
27,Barking and Dagenham,Burglary,Burglary in Other Buildings,2014,Winter,141,Medium
28,Barking and Dagenham,Burglary,Burglary in Other Buildings,2015,Autumn,120,Medium
29,Barking and Dagenham,Burglary,Burglary in Other Buildings,2015,Spring,123,Medium
30,Barking and Dagenham,Burglary,Burglary in Other Buildings,2015,Summer,124,Medium
31,Barking and Dagenham,Burglary,Burglary in Other Buildings,2015,Winter,81,Medium
32,Barking and Dagenham,Burglary,Burglary in Other Buildings,2016,Autumn,109,Medium
33,Barking and Dagenham,Burglary,Burglary in Other Buildings,2016,Spring,116,Medium
34,Barking and Dagenham,Burglary,Burglary in Other Buildings,2016,Summer,112,Medium
35,Barking and Dagenham,Burglary,Burglary in Other Buildings,2016,Winter,116,Medium
36,Barking and Dagenham,Burglary,Burglary in Other Buildings,2017,Autumn,142,Medium
37,Barking and Dagenham,Burglary,Burglary in Other Buildings,2017,Spring,188,Medium
38,Barking and Dagenham,Burglary,Burglary in Other Buildings,2017,Summer,176,Medium
39,Barking and Dagenham,Burglary,Burglary in Other Buildings,2017,Winter,167,Medium
40,Barking and Dagenham,Burglary,Burglary in Other Buildings,2018,Autumn,171,Medium
41,Barking and Dagenham,Burglary,Burglary in Other Buildings,2018,Spring,165,Medium
42,Barking and Dagenham,Burglary,Burglary in Other Buildings,2018,Summer,128,Medium
43,Barking and Dagenham,Burglary,Burglary in Other Buildings,2018,Winter,165,Medium
44,Barking and Dagenham,Burglary,Burglary in a Dwelling,2008,Autumn,322,High
45,Barking and Dagenham,Burglary,Burglary in a Dwelling,2008,Spring,235,High
46,Barking and Dagenham,Burglary,Burglary in a Dwelling,2008,Summer,312,High
47,Barking and Dagenham,Burglary,Burglary in a Dwelling,2008,Winter,301,High
48,Barking and Dagenham,Burglary,Burglary in a Dwelling,2009,Autumn,523,High
49,Barking and Dagenham,Burglary,Burglary in a Dwelling,2009,Spring,402,High
50,Barking and Dagenham,Burglary,Burglary in a Dwelling,2009,Summer,392,High
51,Barking and Dagenham,Burglary,Burglary in a Dwelling,2009,Winter,486,High
52,Barking and Dagenham,Burglary,Burglary in a Dwelling,2010,Autumn,392,High
53,Barking and Dagenham,Burglary,Burglary in a Dwelling,2010,Spring,343,High
54,Barking and Dagenham,Burglary,Burglary in a Dwelling,2010,Summer,414,High
55,Barking and Dagenham,Burglary,Burglary in a Dwelling,2010,Winter,435,High
56,Barking and Dagenham,Burglary,Burglary in a Dwelling,2011,Autumn,401,High
57,Barking and Dagenham,Burglary,Burglary in a Dwelling,2011,Spring,450,High
58,Barking and Dagenham,Burglary,Burglary in a Dwelling,2011,Summer,306,High
59,Barking and Dagenham,Burglary,Burglary in a Dwelling,2011,Winter,468,High
60,Barking and Dagenham,Burglary,Burglary in a Dwelling,2012,Autumn,464,High
61,Barking and Dagenham,Burglary,Burglary in a Dwelling,2012,Spring,478,High
62,Barking and Dagenham,Burglary,Burglary in a Dwelling,2012,Summer,355,High
63,Barking and Dagenham,Burglary,Burglary in a Dwelling,2012,Winter,498,High
64,Barking and Dagenham,Burglary,Burglary in a Dwelling,2013,Autumn,378,High
65,Barking and Dagenham,Burglary,Burglary in a Dwelling,2013,Spring,474,High
66,Barking and Dagenham,Burglary,Burglary in a Dwelling,2013,Summer,328,High
67,Barking and Dagenham,Burglary,Burglary in a Dwelling,2013,Winter,489,High
68,Barking and Dagenham,Burglary,Burglary in a Dwelling,2014,Autumn,386,High
69,Barking and Dagenham,Burglary,Burglary in a Dwelling,2014,Spring,316,High
70,Barking and Dagenham,Burglary,Burglary in a Dwelling,2014,Summer,307,High
71,Barking and Dagenham,Burglary,Burglary in a Dwelling,2014,Winter,359,High
72,Barking and Dagenham,Burglary,Burglary in a Dwelling,2015,Autumn,293,High
73,Barking and Dagenham,Burglary,Burglary in a Dwelling,2015,Spring,255,High
74,Barking and Dagenham,Burglary,Burglary in a Dwelling,2015,Summer,246,High
75,Barking and Dagenham,Burglary,Burglary in a Dwelling,2015,Winter,390,High
76,Barking and Dagenham,Burglary,Burglary in a Dwelling,2016,Autumn,182,Medium
77,Barking and Dagenham,Burglary,Burglary in a Dwelling,2016,Spring,197,High
78,Barking and Dagenham,Burglary,Burglary in a Dwelling,2016,Summer,172,Medium
79,Barking and Dagenham,Burglary,Burglary in a Dwelling,2016,Winter,289,High
80,Barking and Dagenham,Burglary,Burglary in a Dwelling,2017,Autumn,291,High
81,Barking and Dagenham,Burglary,Burglary in a Dwelling,2017,Spring,323,High
82,Barking and Dagenham,Burglary,Burglary in a Dwelling,2017,Summer,249,High
83,Barking and Dagenham,Burglary,Burglary in a Dwelling,2017,Winter,366,High
84,Barking and Dagenham,Burglary,Burglary in a Dwelling,2018,Autumn,299,High
85,Barking and Dagenham,Burglary,Burglary in a Dwelling,2018,Spring,290,High
86,Barking and Dagenham,Burglary,Burglary in a Dwelling,2018,Summer,255,High
87,Barking and Dagenham,Burglary,Burglary in a Dwelling,2018,Winter,440,High
88,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2008,Autumn,198,High
89,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2008,Spring,191,Medium
90,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2008,Summer,228,High
91,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2008,Winter,186,Medium
92,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2009,Autumn,158,Medium
93,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2009,Spring,182,Medium
94,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2009,Summer,190,Medium
95,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2009,Winter,192,Medium
96,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2010,Autumn,149,Medium
97,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2010,Spring,160,Medium
98,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2010,Summer,187,Medium
99,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2010,Winter,165,Medium
100,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2011,Autumn,151,Medium
101,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2011,Spring,142,Medium
102,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2011,Summer,150,Medium
103,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2011,Winter,163,Medium
104,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2012,Autumn,108,Medium
105,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2012,Spring,137,Medium
106,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2012,Summer,115,Medium
107,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2012,Winter,128,Medium
108,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2013,Autumn,120,Medium
109,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2013,Spring,123,Medium
110,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2013,Summer,111,Medium
111,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2013,Winter,120,Medium
112,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2014,Autumn,108,Medium
113,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2014,Spring,96,Medium
114,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2014,Summer,98,Medium
115,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2014,Winter,96,Medium
116,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2015,Autumn,92,Medium
117,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2015,Spring,113,Medium
118,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2015,Summer,107,Medium
119,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2015,Winter,96,Medium
120,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2016,Autumn,92,Medium
121,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2016,Spring,144,Medium
122,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2016,Summer,116,Medium
123,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2016,Winter,101,Medium
124,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2017,Autumn,95,Medium
125,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2017,Spring,99,Medium
126,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2017,Summer,143,Medium
127,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2017,Winter,87,Medium
128,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2018,Autumn,79,Medium
129,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2018,Spring,91,Medium
130,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2018,Summer,79,Medium
131,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2018,Winter,72,Medium
132,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Autumn,311,High
133,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Spring,402,High
134,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Summer,335,High
135,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2008,Winter,391,High
136,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Autumn,252,High
137,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Spring,458,High
138,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Summer,280,High
139,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2009,Winter,288,High
140,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Autumn,253,High
141,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Spring,292,High
142,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Summer,272,High
143,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2010,Winter,220,High
144,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Autumn,179,Medium
145,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Spring,289,High
146,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Summer,201,High
147,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2011,Winter,212,High
148,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Autumn,152,Medium
149,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Spring,180,Medium
150,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Summer,195,High
151,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2012,Winter,159,Medium
152,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Autumn,183,Medium
153,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Spring,126,Medium
154,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Summer,168,Medium
155,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2013,Winter,192,Medium
156,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Autumn,197,High
157,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Spring,175,Medium
158,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Summer,198,High
159,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2014,Winter,183,Medium
160,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Autumn,213,High
161,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Spring,211,High
162,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Summer,201,High
163,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2015,Winter,217,High
164,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Autumn,197,High
165,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Spring,215,High
166,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Summer,210,High
167,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2016,Winter,217,High
168,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Autumn,183,Medium
169,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Spring,193,Medium
170,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Summer,202,High
171,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2017,Winter,184,Medium
172,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Autumn,127,Medium
173,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Spring,181,Medium
174,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Summer,178,Medium
175,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,2018,Winter,144,Medium
176,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2008,Autumn,42,Low
177,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2008,Spring,59,Medium
178,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2008,Summer,47,Medium
179,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2008,Winter,48,Medium
180,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2009,Autumn,34,Low
181,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2009,Spring,59,Medium
182,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2009,Summer,42,Low
183,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2009,Winter,55,Medium
184,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2010,Autumn,43,Low
185,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2010,Spring,46,Medium
186,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2010,Summer,57,Medium
187,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2010,Winter,39,Low
188,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2011,Autumn,39,Low
189,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2011,Spring,50,Medium
190,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2011,Summer,54,Medium
191,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2011,Winter,37,Low
192,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2012,Autumn,41,Low
193,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2012,Spring,32,Low
194,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2012,Summer,36,Low
195,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2012,Winter,32,Low
196,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2013,Autumn,39,Low
197,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2013,Spring,30,Low
198,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2013,Summer,43,Low
199,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2013,Winter,25,Low
200,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2014,Autumn,24,Low
201,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2014,Spring,38,Low
202,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2014,Summer,49,Medium
203,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2014,Winter,33,Low
204,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2015,Autumn,35,Low
205,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2015,Spring,44,Medium
206,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2015,Summer,35,Low
207,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2015,Winter,35,Low
208,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2016,Autumn,39,Low
209,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2016,Spring,47,Medium
210,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2016,Summer,49,Medium
211,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2016,Winter,31,Low
212,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2017,Autumn,30,Low
213,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2017,Spring,29,Low
214,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2017,Summer,26,Low
215,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2017,Winter,26,Low
216,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2018,Autumn,20,Low
217,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2018,Spring,23,Low
218,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2018,Summer,22,Low
219,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,2018,Winter,22,Low
220,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2008,Autumn,140,Medium
221,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2008,Spring,154,Medium
222,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2008,Summer,140,Medium
223,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2008,Winter,165,Medium
224,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2009,Autumn,163,Medium
225,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2009,Spring,197,High
226,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2009,Summer,172,Medium
227,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2009,Winter,125,Medium
228,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2010,Autumn,142,Medium
229,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2010,Spring,158,Medium
230,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2010,Summer,174,Medium
231,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2010,Winter,121,Medium
232,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2011,Autumn,116,Medium
233,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2011,Spring,136,Medium
234,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2011,Summer,156,Medium
235,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2011,Winter,117,Medium
236,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2012,Autumn,81,Medium
237,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2012,Spring,140,Medium
238,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2012,Summer,97,Medium
239,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2012,Winter,86,Medium
240,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2013,Autumn,81,Medium
241,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2013,Spring,91,Medium
242,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2013,Summer,102,Medium
243,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2013,Winter,90,Medium
244,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2014,Autumn,95,Medium
245,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2014,Spring,93,Medium
246,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2014,Summer,112,Medium
247,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2014,Winter,82,Medium
248,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2015,Autumn,105,Medium
249,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2015,Spring,125,Medium
250,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2015,Summer,124,Medium
251,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2015,Winter,85,Medium
252,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2016,Autumn,125,Medium
253,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2016,Spring,114,Medium
254,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2016,Summer,135,Medium
255,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2016,Winter,133,Medium
256,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2017,Autumn,105,Medium
257,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2017,Spring,148,Medium
258,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2017,Summer,135,Medium
259,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2017,Winter,98,Medium
260,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2018,Autumn,150,Medium
261,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2018,Spring,105,Medium
262,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2018,Summer,116,Medium
263,Barking and Dagenham,Criminal Damage,Other Criminal Damage,2018,Winter,119,Medium
264,Barking and Dagenham,Drugs,Drug Trafficking,2008,Autumn,10,Low
265,Barking and Dagenham,Drugs,Drug Trafficking,2008,Spring,16,Low
266,Barking and Dagenham,Drugs,Drug Trafficking,2008,Summer,19,Low
267,Barking and Dagenham,Drugs,Drug Trafficking,2008,Winter,20,Low
268,Barking and Dagenham,Drugs,Drug Trafficking,2009,Autumn,28,Low
269,Barking and Dagenham,Drugs,Drug Trafficking,2009,Spring,17,Low
270,Barking and Dagenham,Drugs,Drug Trafficking,2009,Summer,20,Low
271,Barking and Dagenham,Drugs,Drug Trafficking,2009,Winter,20,Low
272,Barking and Dagenham,Drugs,Drug Trafficking,2010,Autumn,29,Low
273,Barking and Dagenham,Drugs,Drug Trafficking,2010,Spring,26,Low
274,Barking and Dagenham,Drugs,Drug Trafficking,2010,Summer,26,Low
275,Barking and Dagenham,Drugs,Drug Trafficking,2010,Winter,26,Low
276,Barking and Dagenham,Drugs,Drug Trafficking,2011,Autumn,20,Low
277,Barking and Dagenham,Drugs,Drug Trafficking,2011,Spring,22,Low
278,Barking and Dagenham,Drugs,Drug Trafficking,2011,Summer,25,Low
279,Barking and Dagenham,Drugs,Drug Trafficking,2011,Winter,15,Low
280,Barking and Dagenham,Drugs,Drug Trafficking,2012,Autumn,23,Low
281,Barking and Dagenham,Drugs,Drug Trafficking,2012,Spring,21,Low
282,Barking and Dagenham,Drugs,Drug Trafficking,2012,Summer,13,Low
283,Barking and Dagenham,Drugs,Drug Trafficking,2012,Winter,19,Low
284,Barking and Dagenham,Drugs,Drug Trafficking,2013,Autumn,18,Low
285,Barking and Dagenham,Drugs,Drug Trafficking,2013,Spring,21,Low
286,Barking and Dagenham,Drugs,Drug Trafficking,2013,Summer,18,Low
287,Barking and Dagenham,Drugs,Drug Trafficking,2013,Winter,12,Low
288,Barking and Dagenham,Drugs,Drug Trafficking,2014,Autumn,20,Low
289,Barking and Dagenham,Drugs,Drug Trafficking,2014,Spring,22,Low
290,Barking and Dagenham,Drugs,Drug Trafficking,2014,Summer,21,Low
291,Barking and Dagenham,Drugs,Drug Trafficking,2014,Winter,26,Low
292,Barking and Dagenham,Drugs,Drug Trafficking,2015,Autumn,15,Low
293,Barking and Dagenham,Drugs,Drug Trafficking,2015,Spring,13,Low
294,Barking and Dagenham,Drugs,Drug Trafficking,2015,Summer,11,Low
295,Barking and Dagenham,Drugs,Drug Trafficking,2015,Winter,12,Low
296,Barking and Dagenham,Drugs,Drug Trafficking,2016,Autumn,9,Low
297,Barking and Dagenham,Drugs,Drug Trafficking,2016,Spring,19,Low
298,Barking and Dagenham,Drugs,Drug Trafficking,2016,Summer,22,Low
299,Barking and Dagenham,Drugs,Drug Trafficking,2016,Winter,18,Low
300,Barking and Dagenham,Drugs,Drug Trafficking,2017,Autumn,16,Low
301,Barking and Dagenham,Drugs,Drug Trafficking,2017,Spring,17,Low
302,Barking and Dagenham,Drugs,Drug Trafficking,2017,Summer,14,Low
303,Barking and Dagenham,Drugs,Drug Trafficking,2017,Winter,14,Low
304,Barking and Dagenham,Drugs,Drug Trafficking,2018,Autumn,20,Low
305,Barking and Dagenham,Drugs,Drug Trafficking,2018,Spring,12,Low
306,Barking and Dagenham,Drugs,Drug Trafficking,2018,Summer,20,Low
307,Barking and Dagenham,Drugs,Drug Trafficking,2018,Winter,10,Low
308,Barking and Dagenham,Drugs,Other Drugs,2008,Autumn,1,Low
309,Barking and Dagenham,Drugs,Other Drugs,2008,Spring,0,Low
310,Barking and Dagenham,Drugs,Other Drugs,2008,Summer,1,Low
311,Barking and Dagenham,Drugs,Other Drugs,2008,Winter,0,Low
312,Barking and Dagenham,Drugs,Other Drugs,2009,Autumn,0,Low
313,Barking and Dagenham,Drugs,Other Drugs,2009,Spring,0,Low
314,Barking and Dagenham,Drugs,Other Drugs,2009,Summer,0,Low
315,Barking and Dagenham,Drugs,Other Drugs,2009,Winter,1,Low
316,Barking and Dagenham,Drugs,Other Drugs,2010,Autumn,1,Low
317,Barking and Dagenham,Drugs,Other Drugs,2010,Spring,2,Low
318,Barking and Dagenham,Drugs,Other Drugs,2010,Summer,2,Low
319,Barking and Dagenham,Drugs,Other Drugs,2010,Winter,2,Low
320,Barking and Dagenham,Drugs,Other Drugs,2011,Autumn,0,Low
321,Barking and Dagenham,Drugs,Other Drugs,2011,Spring,3,Low
